Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450800,9.7948647,9.4812889,18.53
2,5.7451391,9.7946634,9.4725571,18.52
3,5.7431316,9.8015118,9.4574146,18.55
4,5.7431498,9.8014498,9.4455652,18.53
5,5.7454743,9.7935200,9.4599991,18.50
6,5.7440896,9.7982426,9.4602928,18.51
7,5.7433343,9.8008204,9.4265585,18.52
8,5.7450600,9.7949324,9.4082098,18.55
9,5.7450886,9.7948351,9.4005451,18.52
10,5.7430897,9.8016548,9.3830633,18.53
11,5.7435312,9.8001480,9.3759632,18.47
12,5.7454357,9.7936525,9.3904943,18.54
13,5.7438240,9.7991495,9.3864222,18.55
14,5.7430477,9.8017979,9.3466349,18.53
15,5.7452784,9.7941885,9.3341818,18.53
16,5.7445121,9.7968016,9.3274822,18.54
17,5.7428169,9.8025856,9.3087549,18.53
18,5.7443991,9.7971869,9.3011141,18.51
19,5.7449341,9.7953625,9.3199806,18.55
20,5.7434769,9.8003330,9.3105602,18.53
21,5.7435331,9.8001413,9.2709093,18.54
22,5.7454605,9.7935677,9.2586880,18.52
23,5.7439041,9.7988758,9.2530470,18.54
24,5.7428126,9.8026009,9.2360811,18.53
25,5.7451491,9.7946291,9.2307854,18.53
26,5.7443485,9.7973595,9.2507648,18.51
27,5.7428756,9.8023853,9.2342815,18.53
28,5.7444944,9.7968616,9.1980247,18.51
29,5.7451982,9.7944613,9.1871872,18.52
30,5.7432542,9.8010931,9.1780968,18.53
31,5.7431536,9.8014364,9.1626644,18.51
32,5.7450552,9.7949495,9.1667624,18.46
