Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7448111,9.7957811,9.4989452,24.85
2,5.7445898,9.7965364,9.4892330,24.86
3,5.7441621,9.7979956,9.4780321,24.86
4,5.7445974,9.7965107,9.4726954,24.88
5,5.7445340,9.7967272,9.4622917,24.86
6,5.7444983,9.7968493,9.4533577,24.75
7,5.7445354,9.7967215,9.4436769,24.80
8,5.7449532,9.7952976,9.4329510,24.76
9,5.7445526,9.7966633,9.4230833,24.69
10,5.7441807,9.7979317,9.4125767,24.74
11,5.7446613,9.7962923,9.4073229,24.71
12,5.7446284,9.7964039,9.3985138,24.71
13,5.7446136,9.7964544,9.3884993,24.75
14,5.7444725,9.7969370,9.3796110,24.67
15,5.7448821,9.7955399,9.3686914,24.69
16,5.7443542,9.7973404,9.3589802,24.71
17,5.7441387,9.7980747,9.3492460,24.67
18,5.7443857,9.7972326,9.3418016,24.66
19,5.7444677,9.7969522,9.3344526,24.68
20,5.7445316,9.7967348,9.3231220,24.69
21,5.7444544,9.7969980,9.3127613,24.67
22,5.7448049,9.7958031,9.3030605,24.68
23,5.7441597,9.7980032,9.2930002,24.70
24,5.7443047,9.7975092,9.2837276,24.69
25,5.7442532,9.7976847,9.2751684,24.71
26,5.7443991,9.7971869,9.2681122,24.73
27,5.7445889,9.7965393,9.2567081,24.73
28,5.7445688,9.7966080,9.2458944,24.70
29,5.7447405,9.7960224,9.2355890,24.71
30,5.7441359,9.7980852,9.2255116,24.73
31,5.7445030,9.7968330,9.2178268,24.66
32,5.7443743,9.7972717,9.2088909,24.78
