Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444472,9.7970228,9.5125418,23.36
2,5.7451544,9.7946110,9.5381021,23.34
3,5.7432690,9.8010426,9.5295925,23.35
4,5.7432628,9.8010635,9.4785585,23.44
5,5.7468739,9.7887506,9.4670668,23.40
6,5.7440276,9.7984543,9.4616528,23.37
7,5.7414961,9.8070965,9.4373503,23.38
8,5.7450829,9.7948551,9.4325724,23.38
9,5.7451520,9.7946196,9.4614935,23.36
10,5.7432232,9.8011990,9.4430971,23.36
11,5.7438946,9.7989082,9.3936043,23.37
12,5.7467241,9.7892609,9.3933439,23.30
13,5.7436514,9.7997379,9.3807297,23.26
14,5.7418337,9.8059435,9.3549728,23.22
15,5.7457190,9.7926865,9.3670626,23.21
16,5.7446260,9.7964134,9.3864107,23.15
17,5.7426677,9.8030958,9.3597422,23.17
18,5.7449317,9.7953711,9.3190098,23.18
19,5.7465634,9.7898083,9.3184490,23.15
20,5.7426801,9.8030529,9.3039227,23.17
21,5.7426805,9.8030510,9.2802057,23.15
22,5.7459879,9.7917700,9.3002272,23.17
23,5.7443871,9.7972279,9.3129454,23.16
24,5.7425642,9.8034487,9.2806587,23.11
25,5.7455463,9.7932749,9.2456570,23.15
26,5.7461767,9.7911263,9.2455587,23.19
27,5.7419062,9.8056965,9.2276545,23.19
28,5.7431617,9.8014088,9.2091160,23.16
29,5.7458200,9.7923422,9.2305965,23.19
30,5.7440267,9.7984571,9.2341003,23.23
31,5.7428570,9.8024492,9.1930313,23.25
32,5.7461619,9.7911758,9.1675806,23.33
