Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444563,9.7969923,9.4705296,22.76
2,5.7442493,9.7976980,9.4602222,22.73
3,5.7444592,9.7969818,9.4520025,22.67
4,5.7442369,9.7977400,9.4427347,22.73
5,5.7443848,9.7972355,9.4316530,22.73
6,5.7442203,9.7977972,9.4227543,22.72
7,5.7443666,9.7972975,9.4097366,22.69
8,5.7443919,9.7972116,9.3993196,22.66
9,5.7442846,9.7975769,9.3895226,22.64
10,5.7445641,9.7966242,9.3825712,22.64
11,5.7443047,9.7975092,9.3712626,22.63
12,5.7445049,9.7968264,9.3618193,22.65
13,5.7442341,9.7977495,9.3527088,22.61
14,5.7444601,9.7969790,9.3412151,22.66
15,5.7443666,9.7972975,9.3306694,22.66
16,5.7442875,9.7975674,9.3207674,22.65
17,5.7445412,9.7967024,9.3139877,22.66
18,5.7442579,9.7976685,9.3026752,22.62
19,5.7444038,9.7971706,9.2934427,22.63
20,5.7441444,9.7980556,9.2837667,22.66
21,5.7443628,9.7973108,9.2716017,22.68
22,5.7442284,9.7977695,9.2611828,22.68
23,5.7442503,9.7976952,9.2508621,22.59
24,5.7443500,9.7973547,9.2435141,22.66
25,5.7441792,9.7979364,9.2316217,22.54
26,5.7444835,9.7968988,9.2222595,22.63
27,5.7441664,9.7979803,9.2113752,22.66
28,5.7443380,9.7973948,9.2003899,22.65
29,5.7441802,9.7979336,9.1897039,22.67
30,5.7443557,9.7973347,9.1804104,22.66
31,5.7443037,9.7975121,9.1731548,22.69
32,5.7442894,9.7975607,9.1613293,22.63
