Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7432241,9.8011961,9.5639381,24.89
2,5.7482653,9.7840128,9.6229296,24.84
3,5.7427111,9.8029470,9.6311665,24.88
4,5.7415967,9.8067532,9.5589809,24.94
5,5.7483225,9.7838173,9.5442953,24.91
6,5.7450294,9.7950373,9.5328503,24.93
7,5.7413921,9.8074512,9.5170774,24.90
8,5.7449346,9.7953606,9.5027695,24.91
9,5.7481241,9.7844934,9.5686932,24.82
10,5.7414150,9.8073730,9.5616617,24.86
11,5.7432904,9.8009691,9.4835844,24.84
12,5.7482262,9.7841454,9.4831371,24.84
13,5.7446656,9.7962780,9.4691553,24.84
14,5.7411242,9.8083677,9.4494658,24.82
15,5.7460108,9.7916918,9.4527826,24.82
16,5.7478237,9.7855158,9.5136518,24.75
17,5.7410765,9.8085308,9.4850969,24.78
18,5.7442026,9.7978573,9.4109507,24.78
19,5.7478352,9.7854767,9.4155960,24.75
20,5.7441788,9.7979383,9.4062290,24.79
21,5.7408323,9.8093653,9.3815536,24.82
22,5.7475042,9.7866039,9.4040604,24.81
23,5.7465096,9.7899914,9.4550495,24.86
24,5.7407269,9.8097248,9.4080057,24.87
25,5.7456231,9.7930126,9.3532238,24.82
26,5.7466965,9.7893543,9.3543291,24.84
27,5.7438469,9.7990713,9.3428707,24.79
28,5.7409353,9.8090124,9.3160877,24.84
29,5.7484846,9.7832661,9.3529530,24.83
30,5.7447848,9.7958717,9.3918409,24.85
31,5.7402596,9.8113222,9.3393211,24.87
32,5.7475710,9.7863770,9.2906389,24.86
