Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438836,9.7989454,9.4660578,16.28
2,5.7441854,9.7979155,9.4559488,16.31
3,5.7437830,9.7992887,9.4499111,16.35
4,5.7441688,9.7979727,9.4344664,16.33
5,5.7445726,9.7965956,9.4228363,16.29
6,5.7442436,9.7977171,9.4129448,16.27
7,5.7434750,9.8003397,9.3997774,16.27
8,5.7438326,9.7991199,9.3920689,16.26
9,5.7443342,9.7974081,9.3831272,16.25
10,5.7439637,9.7986727,9.3738747,16.23
11,5.7443590,9.7973232,9.3612871,16.20
12,5.7446785,9.7962341,9.3500805,16.28
13,5.7441039,9.7981939,9.3402481,16.18
14,5.7434645,9.8003759,9.3274698,16.25
15,5.7438822,9.7989502,9.3188725,16.21
16,5.7442245,9.7977829,9.3132763,16.20
17,5.7439027,9.7988796,9.3007202,16.18
18,5.7442865,9.7975712,9.2895727,16.24
19,5.7446213,9.7964287,9.2785749,16.25
20,5.7437835,9.7992878,9.2680731,16.23
21,5.7436123,9.7998705,9.2551708,16.22
22,5.7437572,9.7993765,9.2444773,16.31
23,5.7442460,9.7977095,9.2405682,16.28
24,5.7439976,9.7985563,9.2244844,16.32
25,5.7441969,9.7978764,9.2138100,16.32
26,5.7446613,9.7962923,9.2040386,16.37
27,5.7436843,9.7996254,9.1925678,16.36
28,5.7438354,9.7991095,9.1814318,16.35
29,5.7439170,9.7988319,9.1703863,16.32
30,5.7440877,9.7982492,9.1669321,16.29
31,5.7442532,9.7976847,9.1512308,16.28
32,5.7443123,9.7974825,9.1418123,16.26
