Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450576,9.7949409,9.4963369,20.95
2,5.7451634,9.7945805,9.4869528,20.97
3,5.7431326,9.8015089,9.4707642,20.99
4,5.7434444,9.8004446,9.4585114,20.97
5,5.7455082,9.7934055,9.4732027,21.00
6,5.7441788,9.7979383,9.4727049,21.06
7,5.7433195,9.8008709,9.4382544,21.06
8,5.7450285,9.7950401,9.4197102,21.00
9,5.7449408,9.7953396,9.4117002,21.06
10,5.7431231,9.8015404,9.3938951,21.03
11,5.7437840,9.7992849,9.3867741,21.04
12,5.7453642,9.7938957,9.4004869,20.99
13,5.7439156,9.7988358,9.3948355,21.02
14,5.7431040,9.8016062,9.3556042,21.05
15,5.7455387,9.7933006,9.3427248,21.02
16,5.7445579,9.7966452,9.3351898,21.08
17,5.7430744,9.8017063,9.3164101,21.12
18,5.7444963,9.7968550,9.3093071,21.12
19,5.7449236,9.7953987,9.3267670,21.10
20,5.7435894,9.7999496,9.3162689,21.09
21,5.7437553,9.7993832,9.2779188,21.06
22,5.7453671,9.7938862,9.2645416,20.97
23,5.7438941,9.7989101,9.2574387,21.00
24,5.7430696,9.8017235,9.2402811,20.98
25,5.7452893,9.7941504,9.2338791,21.02
26,5.7444434,9.7970362,9.2526474,21.04
27,5.7430086,9.8019314,9.2340899,21.00
28,5.7445393,9.7967081,9.1981802,21.03
29,5.7454205,9.7937040,9.1853552,21.04
30,5.7434750,9.8003397,9.1749010,21.05
31,5.7433395,9.8008022,9.1598234,21.07
32,5.7450943,9.7948160,9.1641874,21.07
