Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445655,9.7966194,9.4959793,23.23
2,5.7465091,9.7899933,9.5300255,23.27
3,5.7433119,9.8008966,9.5267334,23.30
4,5.7434006,9.8005934,9.4748774,23.25
5,5.7481065,9.7845535,9.4569530,23.23
6,5.7448492,9.7956524,9.4537840,23.22
7,5.7414103,9.8073902,9.4296160,23.22
8,5.7450590,9.7949362,9.4170837,23.21
9,5.7462988,9.7907104,9.4578924,23.22
10,5.7427411,9.8028450,9.4410248,23.25
11,5.7436895,9.7996073,9.3851318,23.25
12,5.7476988,9.7859411,9.3848238,23.25
13,5.7442698,9.7976274,9.3740654,23.25
14,5.7412291,9.8080082,9.3485680,23.28
15,5.7459116,9.7920294,9.3561106,23.34
16,5.7457590,9.7925501,9.3888397,23.40
17,5.7424097,9.8039761,9.3646021,23.40
18,5.7442636,9.7976484,9.3092070,23.40
19,5.7476397,9.7861423,9.3134632,23.37
20,5.7439141,9.7988415,9.2989273,23.35
21,5.7417812,9.8061228,9.2717867,23.42
22,5.7462058,9.7910271,9.2936668,23.35
23,5.7454634,9.7935581,9.3205976,23.36
24,5.7422314,9.8045855,9.2879000,23.31
25,5.7455153,9.7933807,9.2427788,23.31
26,5.7470417,9.7881794,9.2462788,23.33
27,5.7427320,9.8028755,9.2323942,23.30
28,5.7426782,9.8030596,9.2099533,23.32
29,5.7467537,9.7891607,9.2384071,23.38
30,5.7444916,9.7968712,9.2559671,23.37
31,5.7424889,9.8037062,9.2158794,23.44
32,5.7467451,9.7891893,9.1800308,23.47
