Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450809,9.7948608,9.5125027,18.21
2,5.7467546,9.7891569,9.5124893,18.24
3,5.7424645,9.8037891,9.4973440,18.08
4,5.7420483,9.8052101,9.4748020,18.28
5,5.7466016,9.7896786,9.5043182,18.23
6,5.7440972,9.7982168,9.5221710,18.24
7,5.7418642,9.8058395,9.4814835,18.24
8,5.7466226,9.7896070,9.4427004,18.24
9,5.7455912,9.7931223,9.4433622,18.24
10,5.7415113,9.8070450,9.4272747,18.25
11,5.7436571,9.7997179,9.4103899,18.26
12,5.7465606,9.7898178,9.4427176,18.24
13,5.7429943,9.8019800,9.4484043,18.31
14,5.7426834,9.8030415,9.3984232,18.25
15,5.7473259,9.7872105,9.3735752,18.19
16,5.7450361,9.7950144,9.3752146,18.20
17,5.7413883,9.8074646,9.3552389,18.19
18,5.7447062,9.7961397,9.3447924,18.18
19,5.7465029,9.7900143,9.3871965,18.17
20,5.7425537,9.8034840,9.3747282,18.19
21,5.7432585,9.8010788,9.3224506,18.20
22,5.7472172,9.7875814,9.3176203,18.18
23,5.7442122,9.7978249,9.3079815,18.21
24,5.7411041,9.8084364,9.2840958,18.21
25,5.7455702,9.7931929,9.2871857,18.19
26,5.7462254,9.7909603,9.3259153,18.19
27,5.7421365,9.8049097,9.3055944,18.16
28,5.7440443,9.7983971,9.2505550,18.16
29,5.7473245,9.7872162,9.2558413,18.11
30,5.7436514,9.7997379,9.2431679,18.13
31,5.7413082,9.8077383,9.2191133,18.15
32,5.7460499,9.7915583,9.2373152,18.15
