Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439928,9.7985725,9.4741669,16.06
2,5.7438922,9.7989159,9.4619560,16.12
3,5.7438593,9.7990284,9.4494047,16.14
4,5.7438684,9.7989979,9.4369431,16.14
5,5.7441111,9.7981691,9.4255486,16.13
6,5.7440443,9.7983971,9.4146948,16.12
7,5.7440543,9.7983627,9.4041271,16.13
8,5.7438040,9.7992172,9.3930616,16.05
9,5.7438707,9.7989893,9.3815947,16.06
10,5.7441282,9.7981110,9.3705826,16.13
11,5.7441597,9.7980032,9.3602362,16.16
12,5.7441473,9.7980461,9.3498707,16.13
13,5.7439795,9.7986183,9.3390093,16.15
14,5.7436705,9.7996731,9.3260756,16.12
15,5.7439518,9.7987127,9.3138428,16.11
16,5.7439046,9.7988739,9.3014803,16.09
17,5.7438745,9.7989769,9.2894869,16.10
18,5.7439613,9.7986803,9.2777081,16.10
19,5.7439504,9.7987175,9.2666817,16.14
20,5.7440252,9.7984629,9.2556677,16.17
21,5.7439795,9.7986183,9.2446337,16.18
22,5.7438812,9.7989540,9.2328310,16.16
23,5.7439451,9.7987356,9.2202997,16.16
24,5.7440500,9.7983780,9.2100506,16.13
25,5.7439871,9.7985926,9.1997366,16.18
26,5.7439356,9.7987680,9.1897650,16.18
27,5.7438970,9.7988997,9.1795769,16.19
28,5.7440195,9.7984819,9.1688108,16.14
29,5.7437820,9.7992916,9.1569357,16.10
30,5.7439728,9.7986412,9.1459494,16.08
31,5.7440329,9.7984362,9.1352835,16.11
32,5.7439737,9.7986383,9.1245022,16.09
