Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442541,9.7976818,9.4755049,20.76
2,5.7445416,9.7967005,9.4686451,20.73
3,5.7443180,9.7974634,9.4581785,20.76
4,5.7443924,9.7972097,9.4485016,20.76
5,5.7442336,9.7977514,9.4383755,20.77
6,5.7443719,9.7972794,9.4262695,20.76
7,5.7442675,9.7976360,9.4160557,20.80
8,5.7442312,9.7977600,9.4057837,20.79
9,5.7444606,9.7969770,9.3992519,20.78
10,5.7442117,9.7978268,9.3875933,20.81
11,5.7443581,9.7973270,9.3779812,20.74
12,5.7440414,9.7984066,9.3670025,20.80
13,5.7443190,9.7974596,9.3543444,20.81
14,5.7442803,9.7975912,9.3434401,20.80
15,5.7443600,9.7973204,9.3333740,20.78
16,5.7444630,9.7969685,9.3263445,20.72
17,5.7442150,9.7978144,9.3149109,20.69
18,5.7443838,9.7972393,9.3058386,20.73
19,5.7441130,9.7981625,9.2941923,20.65
20,5.7443981,9.7971907,9.2820559,20.58
21,5.7442732,9.7976170,9.2722387,20.65
22,5.7444868,9.7968874,9.2634687,20.64
23,5.7444048,9.7971678,9.2561951,20.64
24,5.7442322,9.7977562,9.2448807,20.66
25,5.7441845,9.7979193,9.2357874,20.67
26,5.7441807,9.7979317,9.2229147,20.67
27,5.7442918,9.7975531,9.2122393,20.69
28,5.7442083,9.7978373,9.2016773,20.71
29,5.7444906,9.7968740,9.1935768,20.70
30,5.7444372,9.7970572,9.1856575,20.69
31,5.7443886,9.7972221,9.1751451,20.72
32,5.7441740,9.7979546,9.1655893,20.73
