Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446084,9.7964725,9.4704008,24.00
2,5.7443099,9.7974911,9.4599266,24.01
3,5.7445240,9.7967615,9.4509602,23.99
4,5.7442255,9.7977791,9.4407415,23.98
5,5.7447300,9.7960587,9.4290466,23.93
6,5.7445021,9.7968359,9.4193134,24.02
7,5.7442293,9.7977657,9.4092541,24.00
8,5.7447410,9.7960205,9.4038067,24.00
9,5.7444057,9.7971640,9.3941298,24.04
10,5.7445908,9.7965326,9.3848114,23.99
11,5.7442808,9.7975903,9.3742924,24.01
12,5.7448187,9.7957554,9.3640213,24.05
13,5.7445097,9.7968092,9.3541870,24.02
14,5.7444010,9.7971811,9.3440723,24.04
15,5.7446871,9.7962046,9.3396330,23.99
16,5.7444572,9.7969885,9.3298759,24.01
17,5.7445097,9.7968092,9.3203249,24.03
18,5.7442617,9.7976551,9.3088808,24.02
19,5.7447186,9.7960968,9.2990637,24.02
20,5.7443390,9.7973919,9.2891455,24.07
21,5.7444153,9.7971315,9.2791090,24.07
22,5.7444830,9.7969007,9.2734566,24.06
23,5.7444816,9.7969055,9.2642803,24.01
24,5.7445745,9.7965889,9.2541504,24.06
25,5.7444277,9.7970896,9.2422733,24.05
26,5.7446909,9.7961912,9.2331343,24.03
27,5.7442646,9.7976456,9.2234964,24.04
28,5.7445669,9.7966137,9.2146845,24.05
29,5.7443590,9.7973232,9.2073479,24.08
30,5.7444582,9.7969856,9.1993790,24.06
31,5.7443857,9.7972326,9.1897955,24.03
32,5.7446036,9.7964888,9.1775274,24.07
