Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437639,9.7993536,9.4978733,20.78
2,5.7455692,9.7931967,9.5226145,20.72
3,5.7439003,9.7988892,9.5228748,20.74
4,5.7429476,9.8021393,9.4767895,20.80
5,5.7468090,9.7889719,9.4562063,20.83
6,5.7450104,9.7951021,9.4586115,20.82
7,5.7420416,9.8052340,9.4358215,20.87
8,5.7449656,9.7952547,9.4289331,20.83
9,5.7451115,9.7947569,9.4580889,20.87
10,5.7433548,9.8007498,9.4507980,20.92
11,5.7433305,9.8008327,9.4013662,20.87
12,5.7469683,9.7884293,9.3915367,20.82
13,5.7441177,9.7981462,9.3882771,20.82
14,5.7416849,9.8064508,9.3641672,20.80
15,5.7454882,9.7934732,9.3646479,20.81
16,5.7449379,9.7953491,9.3918915,20.81
17,5.7433310,9.8008308,9.3747654,20.79
18,5.7440963,9.7982197,9.3295259,20.82
19,5.7467136,9.7892962,9.3293371,20.78
20,5.7432013,9.8012733,9.3178625,20.74
21,5.7422609,9.8044844,9.2924366,20.77
22,5.7457199,9.7926826,9.3076153,20.77
23,5.7445416,9.7967005,9.3243790,20.76
24,5.7426968,9.8029966,9.2983980,20.79
25,5.7451215,9.7947226,9.2590437,20.76
26,5.7464933,9.7900476,9.2602196,20.76
27,5.7424498,9.8038397,9.2453308,20.73
28,5.7428989,9.8023062,9.2226868,20.76
29,5.7458529,9.7922297,9.2438145,20.78
30,5.7443123,9.7974825,9.2540779,20.79
31,5.7425880,9.8033676,9.2198124,20.80
32,5.7455750,9.7931767,9.1883230,20.82
