Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434583,9.8003969,9.4834299,14.74
2,5.7436881,9.7996130,9.4713745,14.75
3,5.7437410,9.7994318,9.4610310,14.75
4,5.7436252,9.7998266,9.4473486,14.73
5,5.7436533,9.7997313,9.4359322,14.75
6,5.7436056,9.7998943,9.4239798,14.76
7,5.7436838,9.7996273,9.4133844,14.79
8,5.7434559,9.8004045,9.4021072,14.77
9,5.7437830,9.7992887,9.3901205,14.78
10,5.7436552,9.7997246,9.3800621,14.78
11,5.7435975,9.7999210,9.3668060,14.76
12,5.7436461,9.7997551,9.3559837,14.76
13,5.7435374,9.8001270,9.3439703,14.70
14,5.7436800,9.7996397,9.3341064,14.76
15,5.7434878,9.8002958,9.3221703,14.74
16,5.7437639,9.7993536,9.3117161,14.75
17,5.7436285,9.7998161,9.3010883,14.76
18,5.7437172,9.7995129,9.2884312,14.75
19,5.7436290,9.7998142,9.2777452,14.76
20,5.7436705,9.7996731,9.2661209,14.76
21,5.7435951,9.7999306,9.2564297,14.77
22,5.7435341,9.8001375,9.2443867,14.76
23,5.7437944,9.7992496,9.2338953,14.72
24,5.7436123,9.7998705,9.2219391,14.72
25,5.7436461,9.7997551,9.2100458,14.72
26,5.7435837,9.7999687,9.1988115,14.78
27,5.7436414,9.7997723,9.1874981,14.72
28,5.7435517,9.8000774,9.1779594,14.72
29,5.7435884,9.7999525,9.1657581,14.73
30,5.7437811,9.7992954,9.1558352,14.73
31,5.7436266,9.7998228,9.1435289,14.79
32,5.7436900,9.7996063,9.1320486,14.75
