Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441301,9.7981043,9.4727831,18.97
2,5.7442112,9.7978277,9.4645672,18.97
3,5.7440529,9.7983685,9.4522934,18.94
4,5.7443104,9.7974892,9.4429474,18.95
5,5.7440619,9.7983370,9.4329529,18.90
6,5.7442331,9.7977533,9.4211721,18.87
7,5.7441692,9.7979708,9.4103279,18.90
8,5.7442312,9.7977600,9.4006071,18.97
9,5.7440987,9.7982121,9.3925705,18.87
10,5.7441301,9.7981043,9.3806343,18.87
11,5.7442303,9.7977629,9.3721161,18.87
12,5.7440338,9.7984333,9.3602524,18.88
13,5.7442193,9.7978001,9.3493004,18.87
14,5.7441092,9.7981758,9.3386993,18.86
15,5.7442474,9.7977047,9.3290005,18.92
16,5.7440195,9.7984819,9.3195524,18.87
17,5.7441559,9.7980165,9.3078051,18.88
18,5.7440739,9.7982969,9.2983036,18.88
19,5.7440701,9.7983093,9.2857924,18.89
20,5.7441330,9.7980947,9.2747507,18.91
21,5.7440414,9.7984066,9.2636328,18.88
22,5.7442312,9.7977600,9.2553329,18.93
23,5.7439985,9.7985535,9.2438707,18.89
24,5.7442312,9.7977600,9.2325792,18.89
25,5.7441006,9.7982054,9.2238884,18.87
26,5.7440987,9.7982121,9.2108355,18.86
27,5.7440600,9.7983437,9.2005892,18.84
28,5.7439404,9.7987518,9.1897669,18.83
29,5.7441978,9.7978735,9.1819191,18.83
30,5.7439866,9.7985945,9.1692114,18.83
31,5.7443037,9.7975121,9.1596661,18.83
32,5.7439957,9.7985630,9.1502886,18.83
