Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7433872,9.8006392,9.4897337,14.59
2,5.7444835,9.7968988,9.4922438,14.62
3,5.7430029,9.8019514,9.4808378,14.58
4,5.7439356,9.7987680,9.4587793,14.62
5,5.7446103,9.7964668,9.4483376,14.58
6,5.7437553,9.7993832,9.4342690,14.59
7,5.7428246,9.8025599,9.4217577,14.54
8,5.7436633,9.7996969,9.4114790,14.58
9,5.7443523,9.7973471,9.4174852,14.58
10,5.7429881,9.8020020,9.3990564,14.58
11,5.7442212,9.7977934,9.3804178,14.51
12,5.7444248,9.7970991,9.3715219,14.51
13,5.7436476,9.7997513,9.3570671,14.53
14,5.7429647,9.8020811,9.3454056,14.57
15,5.7437983,9.7992373,9.3353806,14.56
16,5.7439480,9.7987261,9.3423033,14.57
17,5.7431002,9.8016186,9.3179569,14.57
18,5.7443314,9.7974176,9.3030462,14.56
19,5.7441511,9.7980328,9.2940331,14.60
20,5.7433662,9.8007116,9.2817869,14.59
21,5.7430058,9.8019419,9.2697363,14.61
22,5.7441506,9.7980347,9.2629356,14.63
23,5.7435312,9.8001480,9.2656450,14.61
24,5.7434974,9.8002634,9.2379866,14.62
25,5.7443686,9.7972908,9.2275152,14.60
26,5.7438536,9.7990484,9.2153158,14.62
27,5.7430520,9.8017836,9.2052670,14.63
28,5.7431307,9.8015146,9.1936455,14.59
29,5.7444353,9.7970629,9.1911592,14.64
30,5.7432442,9.8011274,9.1870718,14.61
31,5.7436857,9.7996206,9.1610794,14.63
32,5.7446194,9.7964354,9.1517315,14.63
