Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441044,9.7981920,9.4879704,25.50
2,5.7455707,9.7931919,9.4992781,25.50
3,5.7439842,9.7986021,9.4943657,25.45
4,5.7438750,9.7989750,9.4630032,25.45
5,5.7455120,9.7933922,9.4511557,25.46
6,5.7447281,9.7960653,9.4427948,25.51
7,5.7436991,9.7995749,9.4282150,25.46
8,5.7444134,9.7971382,9.4266701,25.46
9,5.7453947,9.7937918,9.4384432,25.46
10,5.7436800,9.7996397,9.4288101,25.45
11,5.7444229,9.7971058,9.3967009,25.46
12,5.7456112,9.7930536,9.3877735,25.46
13,5.7445612,9.7966337,9.3805723,25.41
14,5.7437096,9.7995396,9.3676291,25.41
15,5.7448878,9.7955198,9.3620768,25.43
16,5.7452898,9.7941494,9.3765097,25.47
17,5.7435102,9.8002195,9.3628063,25.49
18,5.7449932,9.7951612,9.3357925,25.50
19,5.7455006,9.7934303,9.3250685,25.52
20,5.7442236,9.7977858,9.3171921,25.52
21,5.7436686,9.7996798,9.3052797,25.55
22,5.7452374,9.7943287,9.3012133,25.55
23,5.7448645,9.7955990,9.3156872,25.52
24,5.7435241,9.8001719,9.2958241,25.55
25,5.7449832,9.7951946,9.2742004,25.54
26,5.7453418,9.7939720,9.2644949,25.52
27,5.7439051,9.7988720,9.2543526,25.49
28,5.7439680,9.7986574,9.2430382,25.50
29,5.7452993,9.7941170,9.2460613,25.51
30,5.7445693,9.7966061,9.2544384,25.53
31,5.7437296,9.7994709,9.2288609,25.55
32,5.7449808,9.7952032,9.2130880,25.53
