Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445250,9.7967577,9.4918356,29.73
2,5.7447348,9.7960415,9.4890203,29.68
3,5.7444320,9.7970743,9.4836111,29.72
4,5.7443390,9.7973919,9.4664154,29.70
5,5.7452011,9.7944517,9.4553595,29.65
6,5.7448664,9.7955933,9.4424219,29.62
7,5.7441349,9.7980881,9.4326563,29.57
8,5.7446508,9.7963285,9.4263201,29.60
9,5.7447157,9.7961063,9.4216919,29.62
10,5.7446651,9.7962790,9.4143219,29.67
11,5.7446933,9.7961836,9.3956881,29.69
12,5.7450647,9.7949171,9.3860416,29.64
13,5.7447138,9.7961130,9.3728237,29.64
14,5.7442646,9.7976456,9.3648949,29.61
15,5.7450409,9.7949982,9.3587561,29.64
16,5.7452278,9.7943602,9.3579035,29.63
17,5.7446418,9.7963591,9.3472042,29.63
18,5.7449560,9.7952871,9.3310919,29.51
19,5.7451062,9.7947760,9.3191938,29.47
20,5.7444644,9.7969646,9.3076735,29.44
21,5.7440262,9.7984591,9.2991180,29.55
22,5.7448616,9.7956095,9.2922716,29.62
23,5.7449217,9.7954044,9.2897749,29.65
24,5.7444243,9.7971010,9.2719240,29.65
25,5.7445278,9.7967482,9.2557631,29.73
26,5.7451029,9.7947865,9.2452011,29.78
27,5.7445807,9.7965670,9.2336636,29.79
28,5.7443228,9.7974472,9.2264128,29.74
29,5.7447786,9.7958927,9.2202740,29.74
30,5.7447882,9.7958593,9.2199717,29.73
31,5.7444878,9.7968845,9.2008371,29.67
32,5.7449570,9.7952843,9.1882677,29.64
