Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434907,9.8002863,9.4972191,15.09
2,5.7441568,9.7980137,9.5119448,15.07
3,5.7431240,9.8015375,9.5025225,15.14
4,5.7434378,9.8004665,9.4649229,15.09
5,5.7444172,9.7971249,9.4538078,15.11
6,5.7435436,9.8001060,9.4430494,15.13
7,5.7425852,9.8033772,9.4305706,15.14
8,5.7445946,9.7965202,9.4205551,15.09
9,5.7435360,9.8001308,9.4348583,15.09
10,5.7425985,9.8033314,9.4204063,15.10
11,5.7445049,9.7968264,9.3874121,14.99
12,5.7439799,9.7986164,9.3730669,15.01
13,5.7433281,9.8008413,9.3633890,15.04
14,5.7426405,9.8031883,9.3491955,15.03
15,5.7445278,9.7967482,9.3505030,15.08
16,5.7436295,9.7998123,9.3572569,15.04
17,5.7420597,9.8051710,9.3324718,15.02
18,5.7450428,9.7949915,9.3093634,14.97
19,5.7438116,9.7991905,9.2955914,14.99
20,5.7431197,9.8015528,9.2830000,15.03
21,5.7425652,9.8034458,9.2727003,15.03
22,5.7443266,9.7974348,9.2792282,15.07
23,5.7440476,9.7983856,9.2792988,14.96
24,5.7422857,9.8043995,9.2443390,14.99
25,5.7443991,9.7971869,9.2319088,14.97
26,5.7441330,9.7980947,9.2178993,15.04
27,5.7426629,9.8031120,9.2029915,14.96
28,5.7426891,9.8030224,9.1934395,15.03
29,5.7450104,9.7951021,9.2058439,15.01
30,5.7428961,9.8023157,9.1964417,14.98
31,5.7430840,9.8016748,9.1615868,14.97
32,5.7443218,9.7974501,9.1511545,15.00
