Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7427073,9.8029604,9.5665474,24.32
2,5.7540140,9.7644720,9.6904411,24.31
3,5.7407241,9.8097343,9.6943130,24.40
4,5.7366600,9.8236380,9.5871620,24.42
5,5.7502704,9.7771902,9.5504713,24.47
6,5.7456203,9.7930231,9.5463343,24.51
7,5.7402916,9.8112125,9.5255423,24.47
8,5.7463131,9.7906609,9.5127506,24.47
9,5.7520819,9.7710333,9.6314621,24.46
10,5.7381749,9.8184519,9.6156454,24.47
11,5.7394791,9.8139906,9.4961662,24.49
12,5.7499862,9.7781563,9.4838886,24.42
13,5.7444267,9.7970924,9.4775887,24.43
14,5.7389007,9.8159685,9.4536715,24.40
15,5.7498755,9.7785330,9.4706764,24.43
16,5.7504749,9.7764950,9.5772142,24.42
17,5.7365885,9.8238840,9.5281343,24.42
18,5.7432194,9.8012123,9.4107847,24.45
19,5.7486167,9.7828159,9.4228172,24.42
20,5.7432213,9.8012056,9.4086084,24.43
21,5.7387695,9.8164177,9.3784695,24.42
22,5.7525749,9.7693586,9.4425983,24.41
23,5.7477722,9.7856913,9.5132952,24.43
24,5.7347836,9.8300686,9.4475307,24.42
25,5.7466021,9.7896767,9.3460331,24.42
26,5.7477570,9.7857437,9.3580227,24.41
27,5.7420702,9.8051357,9.3391724,24.41
28,5.7400608,9.8120022,9.3039522,24.42
29,5.7538619,9.7649879,9.3990059,24.37
30,5.7449431,9.7953310,9.4440737,24.41
31,5.7353568,9.8281031,9.3643360,24.36
32,5.7480803,9.7846422,9.2910910,24.36
