Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435446,9.8001022,9.4922476,21.51
2,5.7454157,9.7937202,9.5045481,21.48
3,5.7442226,9.7977886,9.4995308,21.48
4,5.7433605,9.8007307,9.4653559,21.44
5,5.7451839,9.7945099,9.4532728,21.44
6,5.7445416,9.7967005,9.4433489,21.41
7,5.7433853,9.8006458,9.4282074,21.47
8,5.7440495,9.7983789,9.4216967,21.47
9,5.7452536,9.7942724,9.4350653,21.48
10,5.7437201,9.7995033,9.4257746,21.47
11,5.7435637,9.8000374,9.3883944,21.44
12,5.7453995,9.7937756,9.3775082,21.51
13,5.7441893,9.7979021,9.3667240,21.51
14,5.7431812,9.8013420,9.3520441,21.47
15,5.7447901,9.7958527,9.3444920,21.50
16,5.7447701,9.7959213,9.3608332,21.51
17,5.7433462,9.8007793,9.3493204,21.51
18,5.7444134,9.7971382,9.3149881,21.49
19,5.7451363,9.7946730,9.3016214,21.44
20,5.7439709,9.7986479,9.2923460,21.47
21,5.7432084,9.8012495,9.2780962,21.43
22,5.7451200,9.7947283,9.2733555,21.43
23,5.7441859,9.7979145,9.2867270,21.49
24,5.7429976,9.8019695,9.2668571,21.49
25,5.7447743,9.7959070,9.2355909,21.53
26,5.7450299,9.7950354,9.2218723,21.56
27,5.7437181,9.7995100,9.2107449,21.52
28,5.7435484,9.8000898,9.1967583,21.54
29,5.7452555,9.7942657,9.2012844,21.57
30,5.7443695,9.7972879,9.2073526,21.59
31,5.7431874,9.8013210,9.1804552,21.57
32,5.7452192,9.7943897,9.1601143,21.56
