Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438726,9.7989836,9.5112696,24.67
2,5.7457290,9.7926521,9.5260296,24.65
3,5.7442799,9.7975941,9.5243254,24.67
4,5.7433786,9.8006687,9.4869299,24.67
5,5.7456636,9.7928743,9.4731264,24.63
6,5.7450390,9.7950048,9.4694061,24.65
7,5.7431669,9.8013916,9.4502001,24.60
8,5.7444062,9.7971621,9.4451609,24.60
9,5.7454562,9.7935820,9.4626074,24.63
10,5.7439222,9.7988138,9.4553576,24.62
11,5.7437329,9.7994595,9.4174919,24.60
12,5.7457852,9.7924604,9.4054108,24.62
13,5.7444077,9.7971573,9.4021196,24.58
14,5.7430706,9.8017197,9.3821983,24.58
15,5.7452450,9.7943020,9.3773251,24.63
16,5.7449512,9.7953033,9.3979969,24.60
17,5.7434077,9.8005695,9.3852606,24.60
18,5.7445350,9.7967234,9.3490267,24.61
19,5.7458310,9.7923040,9.3383436,24.63
20,5.7438679,9.7989988,9.3328314,24.59
21,5.7433004,9.8009357,9.3161860,24.60
22,5.7455440,9.7932835,9.3162708,24.57
23,5.7446117,9.7964611,9.3335609,24.57
24,5.7432270,9.8011856,9.3133831,24.61
25,5.7450218,9.7950630,9.2824793,24.58
26,5.7457161,9.7926960,9.2744474,24.61
27,5.7434845,9.8003073,9.2641363,24.60
28,5.7436070,9.7998896,9.2495689,24.56
29,5.7454224,9.7936974,9.2590818,24.60
30,5.7444973,9.7968521,9.2675838,24.61
31,5.7433195,9.8008709,9.2401743,24.62
32,5.7451916,9.7944841,9.2169495,24.60
