Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449980,9.7951441,9.4893360,23.97
2,5.7446132,9.7964573,9.4780979,23.96
3,5.7440028,9.7985382,9.4673262,23.90
4,5.7445469,9.7966833,9.4625330,23.90
5,5.7447214,9.7960873,9.4551392,23.94
6,5.7444272,9.7970905,9.4451094,23.91
7,5.7447615,9.7959509,9.4346819,23.90
8,5.7452116,9.7944164,9.4259586,23.82
9,5.7446666,9.7962742,9.4158201,23.82
10,5.7441788,9.7979383,9.4068747,23.82
11,5.7447147,9.7961102,9.4016399,23.84
12,5.7447710,9.7959185,9.3988276,23.85
13,5.7445660,9.7966175,9.3861475,23.85
14,5.7447243,9.7960777,9.3758125,23.89
15,5.7450514,9.7949619,9.3665323,23.90
16,5.7444572,9.7969885,9.3561239,23.96
17,5.7441502,9.7980366,9.3470602,23.97
18,5.7443795,9.7972536,9.3398495,24.00
19,5.7445374,9.7967148,9.3378963,24.00
20,5.7444868,9.7968874,9.3226843,24.00
21,5.7445331,9.7967300,9.3120375,24.00
22,5.7448325,9.7957087,9.3030653,24.00
23,5.7441959,9.7978802,9.2928333,23.98
24,5.7442298,9.7977638,9.2837553,24.00
25,5.7444201,9.7971153,9.2758503,23.99
26,5.7444444,9.7970324,9.2736187,24.00
27,5.7444277,9.7970896,9.2579594,24.00
28,5.7447405,9.7960224,9.2486668,24.03
29,5.7446680,9.7962694,9.2387085,23.99
30,5.7440538,9.7983646,9.2291451,24.04
31,5.7444096,9.7971516,9.2213116,24.06
32,5.7444978,9.7968502,9.2139378,24.05
