Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442999,9.7975254,9.4797573,26.70
2,5.7450504,9.7949657,9.4788656,26.68
3,5.7440596,9.7983446,9.4735403,26.73
4,5.7442884,9.7975645,9.4497585,26.68
5,5.7451973,9.7944651,9.4382544,26.68
6,5.7445078,9.7968159,9.4256086,26.74
7,5.7437983,9.7992373,9.4151678,26.70
8,5.7444935,9.7968645,9.4086065,26.73
9,5.7448530,9.7956390,9.4098587,26.73
10,5.7439408,9.7987499,9.3983316,26.72
11,5.7445188,9.7967787,9.3765001,26.70
12,5.7451143,9.7947474,9.3652639,26.71
13,5.7443151,9.7974730,9.3518066,26.71
14,5.7438340,9.7991152,9.3425236,26.72
15,5.7446022,9.7964945,9.3341284,26.69
16,5.7449245,9.7953949,9.3408546,26.72
17,5.7439651,9.7986670,9.3228350,26.66
18,5.7447267,9.7960691,9.3046103,26.64
19,5.7449012,9.7954741,9.2925920,26.68
20,5.7441549,9.7980204,9.2802467,26.67
21,5.7440233,9.7984686,9.2720280,26.66
22,5.7447376,9.7960320,9.2660084,26.67
23,5.7446365,9.7963772,9.2714796,26.67
24,5.7442102,9.7978306,9.2504864,26.65
25,5.7447567,9.7959671,9.2346354,26.68
26,5.7449617,9.7952681,9.2226086,26.66
27,5.7440548,9.7983618,9.2104435,26.66
28,5.7443790,9.7972555,9.2025957,26.63
29,5.7448058,9.7957993,9.2003508,26.67
30,5.7445326,9.7967319,9.2025023,26.66
31,5.7443247,9.7974405,9.1782722,26.66
32,5.7449636,9.7952614,9.1653938,26.65
