Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450914,9.7948256,9.4859657,23.50
2,5.7447901,9.7958527,9.5056248,23.46
3,5.7433448,9.8007841,9.4923477,23.53
4,5.7443700,9.7972860,9.4556732,23.51
5,5.7455435,9.7932844,9.4434700,23.53
6,5.7437572,9.7993765,9.4366798,23.50
7,5.7431850,9.8013296,9.4200811,23.53
8,5.7453346,9.7939968,9.4200001,23.52
9,5.7444630,9.7969685,9.4358292,23.51
10,5.7430334,9.8018475,9.4148588,23.52
11,5.7448711,9.7955770,9.3827028,23.48
12,5.7455602,9.7932272,9.3733339,23.49
13,5.7434382,9.8004656,9.3619833,23.51
14,5.7435641,9.8000355,9.3477736,23.47
15,5.7452497,9.7942858,9.3584309,23.46
16,5.7443576,9.7973280,9.3649664,23.46
17,5.7431922,9.8013048,9.3366814,23.47
18,5.7450151,9.7950859,9.3130493,23.42
19,5.7452736,9.7942047,9.3045378,23.46
20,5.7431431,9.8014727,9.2891941,23.49
21,5.7435293,9.8001547,9.2789717,23.43
22,5.7455263,9.7933426,9.2934608,23.44
23,5.7441378,9.7980785,9.2926502,23.46
24,5.7433214,9.8008642,9.2578402,23.46
25,5.7452054,9.7944374,9.2406511,23.46
26,5.7450314,9.7950306,9.2345009,23.47
27,5.7430854,9.8016691,9.2169905,23.45
28,5.7439957,9.7985630,9.2114887,23.44
29,5.7455244,9.7933493,9.2252274,23.41
30,5.7439327,9.7987776,9.2199574,23.43
31,5.7433300,9.8008347,9.1822481,23.38
32,5.7455330,9.7933207,9.1699371,23.39
