Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442875,9.7975674,9.4858074,24.01
2,5.7445583,9.7966433,9.4784288,23.98
3,5.7443151,9.7974730,9.4685812,24.03
4,5.7444458,9.7970276,9.4584675,24.02
5,5.7444119,9.7971430,9.4471684,24.05
6,5.7445788,9.7965736,9.4378090,24.05
7,5.7444134,9.7971382,9.4283943,24.01
8,5.7444534,9.7970018,9.4181271,23.99
9,5.7444878,9.7968845,9.4113731,23.99
10,5.7444377,9.7970552,9.4021635,23.97
11,5.7443819,9.7972460,9.3927937,23.97
12,5.7443690,9.7972898,9.3817587,23.94
13,5.7445531,9.7966614,9.3720970,23.92
14,5.7443299,9.7974224,9.3608303,23.90
15,5.7444129,9.7971401,9.3516169,23.91
16,5.7445765,9.7965822,9.3456783,23.90
17,5.7444448,9.7970304,9.3366318,23.89
18,5.7443399,9.7973881,9.3274107,23.92
19,5.7444181,9.7971220,9.3154774,23.92
20,5.7444735,9.7969332,9.3052092,23.93
21,5.7443295,9.7974243,9.2952137,23.95
22,5.7444367,9.7970591,9.2859201,23.97
23,5.7445107,9.7968063,9.2793055,23.97
24,5.7444487,9.7970181,9.2702751,24.00
25,5.7443242,9.7974424,9.2602634,24.01
26,5.7444139,9.7971373,9.2480612,24.00
27,5.7445707,9.7966013,9.2385635,23.98
28,5.7442951,9.7975416,9.2288790,23.95
29,5.7444820,9.7969036,9.2200384,23.99
30,5.7445259,9.7967548,9.2129230,23.98
31,5.7445536,9.7966604,9.2033882,23.97
32,5.7444115,9.7971449,9.1935768,23.97
