Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437949,9.7992477,9.4776173,16.70
2,5.7436476,9.7997513,9.4650440,16.73
3,5.7437901,9.7992649,9.4557381,16.72
4,5.7440844,9.7982607,9.4446335,16.69
5,5.7439632,9.7986736,9.4328222,16.68
6,5.7439909,9.7985792,9.4207211,16.70
7,5.7434754,9.8003378,9.4085121,16.71
8,5.7437496,9.7994032,9.4005089,16.73
9,5.7437086,9.7995424,9.3867836,16.73
10,5.7437606,9.7993650,9.3767290,16.71
11,5.7439823,9.7986088,9.3667297,16.74
12,5.7441425,9.7980614,9.3544006,16.71
13,5.7439046,9.7988739,9.3425703,16.72
14,5.7435255,9.8001671,9.3309622,16.71
15,5.7437277,9.7994776,9.3229952,16.78
16,5.7438240,9.7991495,9.3105679,16.74
17,5.7438831,9.7989473,9.2994366,16.69
18,5.7439318,9.7987814,9.2902002,16.70
19,5.7442322,9.7977562,9.2778292,16.67
20,5.7436962,9.7995853,9.2651587,16.68
21,5.7435637,9.8000374,9.2546520,16.69
22,5.7436147,9.7998629,9.2448902,16.66
23,5.7437935,9.7992525,9.2338266,16.67
24,5.7439566,9.7986965,9.2211637,16.69
25,5.7438583,9.7990313,9.2114153,16.69
26,5.7441406,9.7980680,9.1995859,16.71
27,5.7436438,9.7997637,9.1876431,16.65
28,5.7437115,9.7995329,9.1780005,16.69
29,5.7435241,9.8001719,9.1664686,16.69
30,5.7438564,9.7990379,9.1581478,16.69
31,5.7440467,9.7983894,9.1460562,16.68
32,5.7438183,9.7991686,9.1350403,16.66
