Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7451315,9.7946892,9.5201616,23.25
2,5.7466602,9.7894783,9.5606871,23.22
3,5.7427449,9.8028316,9.5519886,23.28
4,5.7431192,9.8015537,9.4944439,23.26
5,5.7479014,9.7852516,9.4887466,23.27
6,5.7447433,9.7960129,9.4775276,23.28
7,5.7411928,9.8081331,9.4503202,23.29
8,5.7454348,9.7936554,9.4464417,23.29
9,5.7465191,9.7899599,9.4903889,23.37
10,5.7420778,9.8051090,9.4679537,23.39
11,5.7441406,9.7980680,9.4089613,23.37
12,5.7474761,9.7866993,9.4138870,23.38
13,5.7444487,9.7970181,9.4037142,23.33
14,5.7410526,9.8086119,9.3720465,23.37
15,5.7462292,9.7909479,9.3870182,23.31
16,5.7462511,9.7908726,9.4214344,23.28
17,5.7421255,9.8049469,9.3907242,23.25
18,5.7450113,9.7950983,9.3404264,23.27
19,5.7472725,9.7873926,9.3447704,23.35
20,5.7432327,9.8011665,9.3302794,23.38
21,5.7420006,9.8053732,9.3046646,23.46
22,5.7464275,9.7902718,9.3308964,23.48
23,5.7447963,9.7958317,9.3573046,23.54
24,5.7419000,9.8057175,9.3153334,23.60
25,5.7466125,9.7896414,9.2727098,23.66
26,5.7461247,9.7913036,9.2752476,23.68
27,5.7422237,9.8046112,9.2598276,23.65
28,5.7431393,9.8014860,9.2359085,23.62
29,5.7472076,9.7876139,9.2676229,23.62
30,5.7436533,9.7997313,9.2754230,23.56
31,5.7428942,9.8023214,9.2225523,23.52
32,5.7475643,9.7863989,9.1928425,23.45
