Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435026,9.8002453,9.4802647,16.74
2,5.7443790,9.7972555,9.4739180,16.69
3,5.7437186,9.7995081,9.4722185,16.69
4,5.7438512,9.7990561,9.4450541,16.69
5,5.7446299,9.7964001,9.4351501,16.69
6,5.7438626,9.7990170,9.4214487,16.69
7,5.7432127,9.8012352,9.4091492,16.65
8,5.7434406,9.8004570,9.3977213,16.67
9,5.7443852,9.7972345,9.3919773,16.64
10,5.7432938,9.8009586,9.3828917,16.60
11,5.7439256,9.7988024,9.3585997,16.63
12,5.7447667,9.7959328,9.3467255,16.63
13,5.7438259,9.7991428,9.3328142,16.65
14,5.7429237,9.8022213,9.3191185,16.63
15,5.7437167,9.7995148,9.3086357,16.66
16,5.7445364,9.7967186,9.3096504,16.62
17,5.7431440,9.8014688,9.2948551,16.60
18,5.7441626,9.7979937,9.2751226,16.62
19,5.7446346,9.7963839,9.2635803,16.64
20,5.7438421,9.7990866,9.2496223,16.63
21,5.7429600,9.8020973,9.2356834,16.60
22,5.7437859,9.7992792,9.2248192,16.63
23,5.7442980,9.7975321,9.2287636,16.64
24,5.7432261,9.8011894,9.2081270,16.62
25,5.7444491,9.7970161,9.1911879,16.61
26,5.7444887,9.7968807,9.1821499,16.62
27,5.7435951,9.7999306,9.1693916,16.67
28,5.7433167,9.8008804,9.1565266,16.66
29,5.7440853,9.7982569,9.1475601,16.64
30,5.7439690,9.7986546,9.1515799,16.63
31,5.7434039,9.8005829,9.1271658,16.61
32,5.7444630,9.7969685,9.1151114,16.62
