Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444558,9.7969933,9.4862194,28.04
2,5.7455502,9.7932615,9.4971542,28.09
3,5.7442698,9.7976274,9.4913836,28.12
4,5.7441177,9.7981462,9.4623041,28.16
5,5.7457428,9.7926044,9.4488621,28.23
6,5.7449684,9.7952452,9.4428673,28.27
7,5.7437410,9.7994318,9.4267197,28.29
8,5.7449822,9.7951984,9.4248600,28.30
9,5.7456532,9.7929106,9.4375057,28.21
10,5.7442846,9.7975769,9.4282904,28.16
11,5.7446966,9.7961721,9.3984814,28.18
12,5.7457857,9.7924585,9.3885641,28.13
13,5.7447095,9.7961283,9.3825016,28.13
14,5.7439184,9.7988262,9.3696489,28.09
15,5.7454405,9.7936354,9.3661852,28.02
16,5.7454090,9.7937431,9.3804989,28.00
17,5.7440405,9.7984095,9.3658705,27.93
18,5.7450294,9.7950373,9.3402185,27.95
19,5.7458506,9.7922382,9.3310642,27.93
20,5.7441397,9.7980719,9.3233204,28.03
21,5.7439756,9.7986317,9.3113976,28.07
22,5.7455034,9.7934208,9.3098764,28.13
23,5.7450628,9.7949228,9.3189745,28.15
24,5.7439260,9.7988005,9.3007441,28.19
25,5.7448988,9.7954826,9.2767487,28.21
26,5.7457838,9.7924652,9.2687254,28.22
27,5.7438416,9.7990885,9.2587843,28.21
28,5.7443933,9.7972059,9.2470675,28.25
29,5.7454481,9.7936096,9.2531147,28.25
30,5.7446928,9.7961845,9.2571058,28.23
31,5.7440062,9.7985277,9.2334204,28.26
32,5.7449780,9.7952127,9.2148533,28.25
