Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436891,9.7996092,9.4896040,16.94
2,5.7450633,9.7949219,9.5038567,16.95
3,5.7436581,9.7997150,9.4968405,16.97
4,5.7431393,9.8014860,9.4576588,17.03
5,5.7452698,9.7942181,9.4469881,17.07
6,5.7442470,9.7977057,9.4384985,17.00
7,5.7428517,9.8024673,9.4217482,17.05
8,5.7445683,9.7966099,9.4144573,17.10
9,5.7445421,9.7966986,9.4336023,17.10
10,5.7430396,9.8018255,9.4210443,17.06
11,5.7437315,9.7994642,9.3831778,17.07
12,5.7450657,9.7949133,9.3702793,17.09
13,5.7435546,9.8000679,9.3625612,17.09
14,5.7428837,9.8023577,9.3472166,17.09
15,5.7450528,9.7949572,9.3436413,17.08
16,5.7441263,9.7981176,9.3603554,17.12
17,5.7427540,9.8028011,9.3422298,17.04
18,5.7445860,9.7965488,9.3083429,17.08
19,5.7449932,9.7951612,9.2966366,17.04
20,5.7432504,9.8011065,9.2858601,17.01
21,5.7431650,9.8013983,9.2711544,16.97
22,5.7449980,9.7951441,9.2792797,16.96
23,5.7440157,9.7984943,9.2863607,16.95
24,5.7428017,9.8026381,9.2589827,16.94
25,5.7448554,9.7956305,9.2349634,16.94
26,5.7448511,9.7956457,9.2252598,16.98
27,5.7431307,9.8015146,9.2104874,16.94
28,5.7430477,9.8017979,9.2004671,16.88
29,5.7452545,9.7942696,9.2128630,16.79
30,5.7438083,9.7992029,9.2096014,16.76
31,5.7429914,9.8019905,9.1747303,16.78
32,5.7448082,9.7957916,9.1577339,16.79
