Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449675,9.7952490,9.4815617,22.79
2,5.7454352,9.7936535,9.4721842,22.80
3,5.7434769,9.8003330,9.4600410,22.84
4,5.7437181,9.7995100,9.4455938,22.86
5,5.7453928,9.7937984,9.4559011,22.87
6,5.7444687,9.7969494,9.4603901,22.89
7,5.7434149,9.8005447,9.4312706,22.90
8,5.7452002,9.7944546,9.4088030,22.90
9,5.7453389,9.7939816,9.4007721,22.88
10,5.7433252,9.8008509,9.3861094,22.88
11,5.7437592,9.7993698,9.3782921,22.90
12,5.7455583,9.7932339,9.3918219,22.90
13,5.7442417,9.7977238,9.3906155,22.86
14,5.7432389,9.8011456,9.3551350,22.87
15,5.7451787,9.7945280,9.3398457,22.89
16,5.7448311,9.7957134,9.3325758,22.87
17,5.7431793,9.8013487,9.3149996,22.86
18,5.7441015,9.7982025,9.3108568,22.83
19,5.7453165,9.7940588,9.3251057,22.81
20,5.7438011,9.7992268,9.3182163,22.79
21,5.7433882,9.8006363,9.2817259,22.76
22,5.7454748,9.7935181,9.2689142,22.74
23,5.7443419,9.7973814,9.2613649,22.74
24,5.7430878,9.8016615,9.2438726,22.71
25,5.7448997,9.7954798,9.2382822,22.76
26,5.7450128,9.7950945,9.2570200,22.76
27,5.7434435,9.8004475,9.2458057,22.77
28,5.7442527,9.7976856,9.2096090,22.76
29,5.7455087,9.7934027,9.1977406,22.73
30,5.7440825,9.7982674,9.1913099,22.74
31,5.7434254,9.8005095,9.1766481,22.75
32,5.7456102,9.7930574,9.1744328,22.77
