Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435122,9.8002129,9.4878197,15.10
2,5.7435584,9.8000555,9.4755201,15.12
3,5.7438931,9.7989130,9.4653406,15.12
4,5.7435894,9.7999496,9.4549885,15.14
5,5.7438250,9.7991457,9.4434767,15.14
6,5.7435608,9.8000469,9.4321232,15.10
7,5.7436647,9.7996922,9.4216728,15.09
8,5.7434506,9.8004227,9.4117384,15.11
9,5.7436476,9.7997513,9.4003382,15.12
10,5.7439041,9.7988758,9.3918266,15.13
11,5.7436571,9.7997179,9.3795900,15.14
12,5.7438054,9.7992125,9.3694735,15.13
13,5.7434320,9.8004856,9.3577585,15.11
14,5.7436609,9.7997046,9.3480673,15.12
15,5.7433739,9.8006849,9.3359365,15.09
16,5.7436628,9.7996988,9.3246746,15.10
17,5.7438354,9.7991095,9.3161716,15.10
18,5.7437196,9.7995052,9.3035746,15.08
19,5.7436914,9.7996006,9.2929049,15.06
20,5.7434278,9.8005009,9.2819242,15.09
21,5.7435722,9.8000078,9.2733717,15.08
22,5.7434025,9.8005867,9.2602215,15.09
23,5.7437210,9.7995005,9.2493725,15.11
24,5.7437162,9.7995167,9.2412653,15.07
25,5.7438049,9.7992144,9.2287865,15.06
26,5.7436609,9.7997046,9.2178392,15.05
27,5.7434826,9.8003139,9.2074699,15.10
28,5.7435513,9.8000793,9.1991625,15.05
29,5.7435060,9.8002348,9.1850901,15.10
30,5.7438068,9.7992077,9.1750078,15.09
31,5.7435694,9.8000183,9.1664438,15.12
32,5.7438073,9.7992058,9.1549253,15.12
