Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436767,9.7996511,9.4748039,19.25
2,5.7444305,9.7970800,9.4674330,19.29
3,5.7437677,9.7993412,9.4617157,19.26
4,5.7439947,9.7985659,9.4383774,19.19
5,5.7446814,9.7962246,9.4263077,19.29
6,5.7443094,9.7974930,9.4134827,19.32
7,5.7434444,9.8004446,9.4006186,19.30
8,5.7439709,9.7986479,9.3935213,19.28
9,5.7445688,9.7966080,9.3893604,19.23
10,5.7436852,9.7996225,9.3788042,19.17
11,5.7442031,9.7978554,9.3609619,19.20
12,5.7449331,9.7953653,9.3486128,19.17
13,5.7440448,9.7983952,9.3367662,19.17
14,5.7434139,9.8005486,9.3236246,19.11
15,5.7440786,9.7982807,9.3155680,19.07
16,5.7445259,9.7967548,9.3159552,19.07
17,5.7436495,9.7997446,9.2996550,19.05
18,5.7445097,9.7968092,9.2843161,19.06
19,5.7449665,9.7952518,9.2729893,19.06
20,5.7440243,9.7984657,9.2624254,19.03
21,5.7437983,9.7992373,9.2506504,19.06
22,5.7444582,9.7969856,9.2409992,19.02
23,5.7445173,9.7967834,9.2445774,18.95
24,5.7440557,9.7983580,9.2262335,18.94
25,5.7445316,9.7967348,9.2130499,18.89
26,5.7447395,9.7960253,9.2016916,18.90
27,5.7436528,9.7997332,9.1892366,18.86
28,5.7436895,9.7996073,9.1782112,18.90
29,5.7441330,9.7980947,9.1690702,18.91
30,5.7441049,9.7981901,9.1687994,18.95
31,5.7442007,9.7978640,9.1469460,19.00
32,5.7446976,9.7961693,9.1366148,19.00
