Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434292,9.8004961,9.4887419,20.10
2,5.7452211,9.7943830,9.4984436,20.11
3,5.7441235,9.7981272,9.4951801,20.10
4,5.7432222,9.8012028,9.4616995,20.08
5,5.7448592,9.7956181,9.4467173,20.04
6,5.7444558,9.7969933,9.4357224,20.02
7,5.7434120,9.8005543,9.4209003,19.97
8,5.7437844,9.7992840,9.4161091,19.98
9,5.7451849,9.7945070,9.4281845,19.95
10,5.7437963,9.7992430,9.4200621,19.94
11,5.7434101,9.8005610,9.3842382,19.95
12,5.7451162,9.7947416,9.3738174,19.90
13,5.7442412,9.7977257,9.3624830,19.93
14,5.7431459,9.8014631,9.3485527,19.93
15,5.7443571,9.7973299,9.3411388,19.97
16,5.7448325,9.7957087,9.3563337,19.91
17,5.7434492,9.8004274,9.3453293,19.94
18,5.7442675,9.7976360,9.3105745,19.95
19,5.7452807,9.7941799,9.2995424,20.02
20,5.7442498,9.7976961,9.2902918,19.99
21,5.7432747,9.8010235,9.2781734,20.01
22,5.7450275,9.7950439,9.2727032,19.99
23,5.7443027,9.7975159,9.2872963,19.97
24,5.7430015,9.8019562,9.2705183,19.98
25,5.7446399,9.7963657,9.2414484,19.99
26,5.7448130,9.7957754,9.2282066,19.98
27,5.7437363,9.7994480,9.2178106,19.98
28,5.7433681,9.8007050,9.2051430,19.97
29,5.7450409,9.7949982,9.2073565,20.04
30,5.7440767,9.7982864,9.2147980,20.03
31,5.7429943,9.8019800,9.1897745,20.02
32,5.7448869,9.7955236,9.1679144,20.02
