Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436152,9.7998610,9.4806614,19.17
2,5.7450628,9.7949228,9.4919834,19.23
3,5.7437029,9.7995625,9.4845285,19.21
4,5.7433720,9.8006916,9.4484510,19.24
5,5.7450333,9.7950239,9.4370251,19.30
6,5.7441921,9.7978926,9.4254122,19.32
7,5.7432232,9.8011990,9.4107552,19.32
8,5.7441759,9.7979488,9.4047565,19.24
9,5.7449188,9.7954149,9.4187651,19.31
10,5.7432985,9.8009424,9.4073811,19.28
11,5.7438626,9.7990170,9.3726521,19.27
12,5.7449570,9.7952843,9.3609400,19.27
13,5.7439551,9.7987013,9.3491859,19.28
14,5.7430773,9.8016968,9.3361635,19.27
15,5.7447357,9.7960386,9.3290005,19.31
16,5.7444148,9.7971334,9.3432770,19.28
17,5.7429490,9.8021355,9.3270922,19.29
18,5.7443123,9.7974825,9.2969360,19.31
19,5.7447290,9.7960615,9.2834473,19.24
20,5.7436457,9.7997580,9.2723665,19.32
21,5.7433109,9.8008995,9.2594404,19.34
22,5.7448969,9.7954893,9.2579546,19.33
23,5.7440434,9.7983999,9.2674017,19.32
24,5.7428393,9.8025093,9.2434072,19.28
25,5.7445717,9.7965984,9.2199850,19.34
26,5.7446270,9.7964096,9.2066698,19.34
27,5.7435293,9.8001547,9.1947260,19.40
28,5.7434616,9.8003855,9.1850920,19.45
29,5.7452393,9.7943220,9.1904259,19.39
30,5.7438550,9.7990427,9.1912327,19.39
31,5.7429924,9.8019867,9.1605759,19.42
32,5.7447114,9.7961216,9.1446991,19.42
