Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438321,9.7991209,9.5076885,15.51
2,5.7443743,9.7972717,9.5341082,15.55
3,5.7428370,9.8025179,9.5228558,15.57
4,5.7429361,9.8021793,9.4755888,15.52
5,5.7458124,9.7923679,9.4640112,15.55
6,5.7433548,9.8007498,9.4598322,15.57
7,5.7415094,9.8070517,9.4379721,15.57
8,5.7444677,9.7969522,9.4340029,15.57
9,5.7443366,9.7974005,9.4574051,15.58
10,5.7425647,9.8034468,9.4384403,15.48
11,5.7439785,9.7986221,9.3967085,15.50
12,5.7456832,9.7928085,9.3920088,15.47
13,5.7422700,9.8044538,9.3805008,15.47
14,5.7422018,9.8046865,9.3598614,15.49
15,5.7447453,9.7960062,9.3696270,15.48
16,5.7438555,9.7990417,9.3822365,15.46
17,5.7418337,9.8059435,9.3571196,15.45
18,5.7446375,9.7963734,9.3212910,15.47
19,5.7455578,9.7932358,9.3171587,15.50
20,5.7416987,9.8064041,9.2997627,15.51
21,5.7423458,9.8041945,9.2815628,15.54
22,5.7453265,9.7940245,9.2988224,15.55
23,5.7434483,9.8004313,9.3046265,15.54
24,5.7419758,9.8054581,9.2702570,15.56
25,5.7448950,9.7954960,9.2445011,15.55
26,5.7452993,9.7941170,9.2394657,15.56
27,5.7415895,9.8067780,9.2173014,15.50
28,5.7426353,9.8032064,9.2063055,15.52
29,5.7450485,9.7949724,9.2261486,15.50
30,5.7430696,9.8017235,9.2239532,15.51
31,5.7423916,9.8040380,9.1806059,15.54
32,5.7452860,9.7941628,9.1635323,15.56
