Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447214,9.7960873,9.4740562,25.30
2,5.7448225,9.7957430,9.4637060,25.33
3,5.7442732,9.7976170,9.4533405,25.32
4,5.7444897,9.7968779,9.4456482,25.28
5,5.7446766,9.7962408,9.4423132,25.31
6,5.7443342,9.7974081,9.4393930,25.27
7,5.7442937,9.7975464,9.4187937,25.30
8,5.7447834,9.7958755,9.4081020,25.31
9,5.7446847,9.7962132,9.3960209,25.37
10,5.7442207,9.7977953,9.3871756,25.32
11,5.7445650,9.7966204,9.3809071,25.29
12,5.7447433,9.7960129,9.3781004,25.25
13,5.7441616,9.7979965,9.3692999,25.19
14,5.7443972,9.7971935,9.3505545,25.26
15,5.7448950,9.7954960,9.3398161,25.25
16,5.7446551,9.7963133,9.3276138,25.27
17,5.7440305,9.7984438,9.3187132,25.32
18,5.7447138,9.7961130,9.3129921,25.31
19,5.7449384,9.7953482,9.3131504,25.31
20,5.7441735,9.7979565,9.3003216,25.33
21,5.7445927,9.7965260,9.2817869,25.31
22,5.7450256,9.7950497,9.2718725,25.28
23,5.7446156,9.7964487,9.2606478,25.31
24,5.7443237,9.7974443,9.2523060,25.29
25,5.7448020,9.7958126,9.2459660,25.27
26,5.7447901,9.7958527,9.2486591,25.25
27,5.7443933,9.7972059,9.2326765,25.17
28,5.7445793,9.7965727,9.2170439,25.17
29,5.7448778,9.7955542,9.2070913,25.16
30,5.7445645,9.7966232,9.1966753,25.09
31,5.7443047,9.7975092,9.1873837,25.08
32,5.7447529,9.7959805,9.1831064,25.12
