Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7452865,9.7941608,9.4864664,26.83
2,5.7450886,9.7948351,9.5127745,26.85
3,5.7433558,9.8007469,9.4950399,26.84
4,5.7442083,9.7978373,9.4519224,26.81
5,5.7464609,9.7901573,9.4462500,26.82
6,5.7435226,9.8001776,9.4419460,26.81
7,5.7428589,9.8024426,9.4170141,26.77
8,5.7456770,9.7928295,9.4230070,26.80
9,5.7450371,9.7950106,9.4422436,26.86
10,5.7432032,9.8012676,9.4164762,26.90
11,5.7449150,9.7954273,9.3807087,26.85
12,5.7467995,9.7890043,9.3780603,26.86
13,5.7431669,9.8013916,9.3672485,26.82
14,5.7435765,9.7999935,9.3484745,26.83
15,5.7456474,9.7929296,9.3629274,26.84
16,5.7445655,9.7966194,9.3749714,26.83
17,5.7430663,9.8017349,9.3408051,26.85
18,5.7451839,9.7945099,9.3120937,26.76
19,5.7460718,9.7914839,9.3112049,26.74
20,5.7424917,9.8036966,9.2927704,26.71
21,5.7437959,9.7992449,9.2768421,26.61
22,5.7458715,9.7921667,9.2934685,26.71
23,5.7440925,9.7982330,9.3006191,26.59
24,5.7432632,9.8010626,9.2616806,26.55
25,5.7455330,9.7933207,9.2386837,26.51
26,5.7456489,9.7929249,9.2394009,26.53
27,5.7421694,9.8047972,9.2177792,26.58
28,5.7443275,9.7974310,9.2088566,26.65
29,5.7458668,9.7921829,9.2273378,26.66
30,5.7437639,9.7993536,9.2268648,26.66
31,5.7432985,9.8009424,9.1849918,26.62
32,5.7462025,9.7910385,9.1684246,26.62
