Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435322,9.8001442,9.4954290,20.14
2,5.7453866,9.7938194,9.5078821,20.13
3,5.7442093,9.7978344,9.5072699,20.09
4,5.7432795,9.8010073,9.4748898,20.13
5,5.7450423,9.7949934,9.4569149,20.09
6,5.7447605,9.7959538,9.4480677,20.17
7,5.7433167,9.8008804,9.4318914,20.13
8,5.7436934,9.7995949,9.4255152,20.10
9,5.7452927,9.7941399,9.4382448,20.09
10,5.7439198,9.7988214,9.4319468,20.10
11,5.7431602,9.8014145,9.3947468,20.11
12,5.7452164,9.7944002,9.3832903,20.08
13,5.7443900,9.7972183,9.3741560,20.09
14,5.7430944,9.8016386,9.3572855,20.15
15,5.7443419,9.7973814,9.3509884,20.16
16,5.7450113,9.7950983,9.3668861,20.22
17,5.7434955,9.8002701,9.3576355,20.12
18,5.7437749,9.7993164,9.3212557,20.19
19,5.7452383,9.7943249,9.3094482,20.21
20,5.7440467,9.7983894,9.3012314,20.21
21,5.7431011,9.8016157,9.2863913,20.18
22,5.7451258,9.7947083,9.2794390,20.22
23,5.7444038,9.7971706,9.2961655,20.20
24,5.7431049,9.8016024,9.2817659,20.22
25,5.7446289,9.7964029,9.2475758,20.24
26,5.7451239,9.7947149,9.2352972,20.23
27,5.7437086,9.7995424,9.2260122,20.22
28,5.7434287,9.8004980,9.2120247,20.25
29,5.7452679,9.7942247,9.2146473,20.28
30,5.7441530,9.7980261,9.2251053,20.23
31,5.7430077,9.8019352,9.2029915,20.25
32,5.7450690,9.7949018,9.1767302,20.27
