Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442274,9.7977724,9.4736137,22.66
2,5.7448816,9.7955408,9.4700489,22.70
3,5.7439260,9.7988005,9.4636889,22.69
4,5.7442474,9.7977047,9.4425526,22.70
5,5.7450361,9.7950144,9.4318933,22.70
6,5.7443552,9.7973366,9.4190130,22.73
7,5.7437329,9.7994595,9.4094877,22.71
8,5.7443266,9.7974348,9.4037914,22.70
9,5.7448206,9.7957497,9.4046793,22.72
10,5.7438469,9.7990713,9.3922606,22.73
11,5.7444358,9.7970619,9.3735714,22.69
12,5.7449765,9.7952175,9.3627110,22.71
13,5.7442451,9.7977123,9.3504028,22.68
14,5.7437658,9.7993469,9.3410110,22.68
15,5.7445035,9.7968302,9.3334742,22.68
16,5.7446995,9.7961626,9.3380270,22.72
17,5.7438407,9.7990923,9.3211098,22.70
18,5.7445660,9.7966175,9.3046627,22.69
19,5.7448082,9.7957916,9.2943115,22.71
20,5.7441025,9.7981987,9.2828369,22.66
21,5.7439981,9.7985544,9.2730341,22.68
22,5.7444034,9.7971716,9.2665377,22.69
23,5.7444181,9.7971220,9.2705107,22.69
24,5.7441044,9.7981920,9.2489843,22.67
25,5.7446213,9.7964287,9.2358732,22.66
26,5.7446499,9.7963314,9.2251606,22.67
27,5.7440195,9.7984819,9.2142162,22.69
28,5.7441483,9.7980423,9.2063723,22.67
29,5.7446203,9.7964325,9.2013769,22.67
30,5.7441840,9.7979202,9.2022772,22.68
31,5.7442436,9.7977171,9.1797199,22.68
32,5.7447219,9.7960854,9.1692362,22.69
