Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446642,9.7962828,9.4866400,19.36
2,5.7464695,9.7901287,9.4866295,19.30
3,5.7424788,9.8037405,9.4707909,19.36
4,5.7422709,9.8044500,9.4478235,19.39
5,5.7458553,9.7922211,9.4700317,19.40
6,5.7441850,9.7979174,9.4827375,19.45
7,5.7421341,9.8049173,9.4487991,19.46
8,5.7457976,9.7924175,9.4111691,19.48
9,5.7459269,9.7919779,9.4098883,19.45
10,5.7417221,9.8063250,9.3938818,19.48
11,5.7434049,9.8005791,9.3760967,19.38
12,5.7461214,9.7913141,9.4020147,19.43
13,5.7435446,9.8001022,9.4057331,19.45
14,5.7427406,9.8028460,9.3624086,19.46
15,5.7465200,9.7899561,9.3357611,19.44
16,5.7448969,9.7954893,9.3341780,19.38
17,5.7417860,9.8061066,9.3139553,19.42
18,5.7444263,9.7970943,9.3041620,19.38
19,5.7455673,9.7932034,9.3343859,19.31
20,5.7431912,9.8013077,9.3294487,19.30
21,5.7429214,9.8022299,9.2776403,19.26
22,5.7470856,9.7880297,9.2649145,19.25
23,5.7443008,9.7975225,9.2588339,19.22
24,5.7413330,9.8076534,9.2361794,19.19
25,5.7451239,9.7947149,9.2317076,19.20
26,5.7454128,9.7937298,9.2669373,19.28
27,5.7427273,9.8028917,9.2499199,19.17
28,5.7437415,9.7994299,9.1970520,19.22
29,5.7467861,9.7890491,9.1979551,19.13
30,5.7438545,9.7990446,9.1839714,19.13
31,5.7412786,9.8078394,9.1606808,19.10
32,5.7457523,9.7925730,9.1730633,19.11
