Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437191,9.7995071,9.4794455,19.02
2,5.7444620,9.7969723,9.4730692,19.01
3,5.7440128,9.7985048,9.4724693,19.02
4,5.7441254,9.7981205,9.4476881,18.99
5,5.7447987,9.7958241,9.4388542,18.97
6,5.7444563,9.7969923,9.4282904,18.99
7,5.7433920,9.8006229,9.4161730,19.01
8,5.7437687,9.7993374,9.4087286,18.98
9,5.7447538,9.7959766,9.4046736,19.02
10,5.7436695,9.7996759,9.3982296,19.05
11,5.7441406,9.7980680,9.3770533,18.97
12,5.7449756,9.7952204,9.3664227,18.96
13,5.7441425,9.7980614,9.3548946,19.00
14,5.7432976,9.8009453,9.3426514,19.03
15,5.7440038,9.7985353,9.3351841,19.00
16,5.7446098,9.7964678,9.3342838,18.98
17,5.7435808,9.7999783,9.3216400,18.95
18,5.7443299,9.7974224,9.3043327,18.97
19,5.7448664,9.7955933,9.2925682,18.94
20,5.7439346,9.7987709,9.2805958,18.98
21,5.7434864,9.8003006,9.2676020,18.91
22,5.7441206,9.7981367,9.2588539,18.89
23,5.7445068,9.7968197,9.2620878,18.87
24,5.7436161,9.7998581,9.2450132,18.96
25,5.7444458,9.7970276,9.2296181,18.88
26,5.7448139,9.7957716,9.2198029,18.91
27,5.7439537,9.7987061,9.2080259,18.86
28,5.7435732,9.8000050,9.1950741,18.89
29,5.7441244,9.7981243,9.1860285,18.92
30,5.7442236,9.7977858,9.1894493,18.87
31,5.7437792,9.7993021,9.1666698,18.88
32,5.7445068,9.7968197,9.1550341,18.88
