Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449980,9.7951441,9.4848385,27.91
2,5.7457294,9.7926512,9.4768972,27.90
3,5.7437258,9.7994843,9.4660072,27.88
4,5.7442560,9.7976751,9.4527779,27.85
5,5.7454143,9.7937250,9.4616871,27.83
6,5.7446756,9.7962437,9.4660530,27.83
7,5.7437978,9.7992382,9.4399519,27.76
8,5.7450223,9.7950611,9.4174194,27.70
9,5.7455425,9.7932873,9.4097929,27.69
10,5.7436256,9.7998257,9.3963652,27.64
11,5.7443695,9.7972879,9.3857145,27.64
12,5.7456765,9.7928305,9.3993721,27.69
13,5.7445116,9.7968025,9.3975201,27.71
14,5.7437720,9.7993259,9.3683720,27.75
15,5.7455535,9.7932501,9.3514271,27.75
16,5.7451334,9.7946825,9.3454885,27.72
17,5.7436008,9.7999105,9.3282471,27.75
18,5.7445049,9.7968264,9.3247900,27.77
19,5.7456760,9.7928333,9.3365870,27.77
20,5.7442322,9.7977562,9.3304234,27.79
21,5.7439728,9.7986412,9.2986202,27.81
22,5.7458448,9.7922573,9.2856560,27.83
23,5.7448735,9.7955685,9.2798872,27.86
24,5.7435226,9.8001776,9.2627277,27.84
25,5.7448683,9.7955866,9.2603474,27.83
26,5.7453098,9.7940807,9.2736282,27.85
27,5.7438450,9.7990770,9.2629938,27.87
28,5.7444258,9.7970963,9.2308359,27.87
29,5.7457933,9.7924328,9.2201118,27.86
30,5.7443514,9.7973499,9.2136259,27.84
31,5.7434998,9.8002558,9.1993771,27.85
32,5.7454000,9.7937737,9.1957712,27.87
