Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441845,9.7979193,9.4680319,17.85
2,5.7440348,9.7984295,9.4565973,17.83
3,5.7442565,9.7976732,9.4473181,17.80
4,5.7440000,9.7985487,9.4365435,17.79
5,5.7441716,9.7979631,9.4254742,17.79
6,5.7441854,9.7979155,9.4165993,17.83
7,5.7440796,9.7982769,9.4051008,17.78
8,5.7440929,9.7982311,9.3945580,17.81
9,5.7440233,9.7984686,9.3840380,17.80
10,5.7441578,9.7980099,9.3757315,17.80
11,5.7439489,9.7987232,9.3632383,17.82
12,5.7442245,9.7977829,9.3534918,17.80
13,5.7440300,9.7984457,9.3447094,17.80
14,5.7441816,9.7979288,9.3314257,17.82
15,5.7441177,9.7981462,9.3211422,17.84
16,5.7440515,9.7983723,9.3107672,17.77
17,5.7441387,9.7980747,9.3028984,17.78
18,5.7440329,9.7984362,9.2907228,17.83
19,5.7442398,9.7977304,9.2815390,17.77
20,5.7439585,9.7986898,9.2713757,17.77
21,5.7442284,9.7977695,9.2596569,17.77
22,5.7440138,9.7985010,9.2498035,17.79
23,5.7441082,9.7981796,9.2395334,17.81
24,5.7440186,9.7984848,9.2314720,17.82
25,5.7440224,9.7984724,9.2198515,17.84
26,5.7442613,9.7976570,9.2108421,17.83
27,5.7439370,9.7987633,9.1996794,17.86
28,5.7441988,9.7978706,9.1881990,17.82
29,5.7439885,9.7985878,9.1780100,17.83
30,5.7441874,9.7979088,9.1680689,17.82
31,5.7439675,9.7986593,9.1594543,17.84
32,5.7440939,9.7982283,9.1480103,17.82
