Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7435260,9.8001661,9.4804745,19.49
2,5.7452488,9.7942886,9.4937000,19.51
3,5.7439404,9.7987518,9.4868031,19.52
4,5.7431898,9.8013134,9.4505434,19.51
5,5.7450743,9.7948847,9.4390631,19.52
6,5.7443609,9.7973166,9.4289989,19.49
7,5.7431498,9.8014498,9.4139881,19.48
8,5.7442122,9.7978249,9.4072304,19.42
9,5.7449141,9.7954302,9.4223566,19.46
10,5.7434654,9.8003731,9.4130936,19.47
11,5.7437420,9.7994289,9.3770704,19.52
12,5.7451229,9.7947187,9.3655729,19.50
13,5.7440810,9.7982721,9.3561010,19.46
14,5.7431102,9.8015842,9.3427572,19.49
15,5.7449207,9.7954082,9.3353863,19.48
16,5.7444162,9.7971277,9.3515577,19.52
17,5.7430677,9.8017302,9.3378019,19.56
18,5.7444658,9.7969589,9.3043423,19.53
19,5.7449512,9.7953033,9.2920322,19.49
20,5.7437649,9.7993507,9.2826920,19.47
21,5.7433672,9.8007078,9.2694712,19.49
22,5.7451324,9.7946854,9.2705879,19.49
23,5.7441354,9.7980862,9.2808924,19.56
24,5.7430139,9.8019133,9.2594337,19.45
25,5.7449632,9.7952633,9.2329006,19.45
26,5.7448063,9.7957983,9.2213373,19.46
27,5.7437048,9.7995558,9.2095785,19.47
28,5.7433996,9.8005972,9.1995192,19.54
29,5.7453566,9.7939215,9.2087641,19.47
30,5.7441912,9.7978954,9.2104321,19.48
31,5.7431717,9.8013744,9.1815271,19.48
32,5.7449045,9.7954626,9.1648417,19.48
