Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441721,9.7979612,9.4860487,23.66
2,5.7446532,9.7963200,9.4784393,23.66
3,5.7441792,9.7979364,9.4709053,23.65
4,5.7446051,9.7964840,9.4557552,23.66
5,5.7451243,9.7947130,9.4443750,23.68
6,5.7444863,9.7968893,9.4318867,23.70
7,5.7437034,9.7995605,9.4211817,23.69
8,5.7442465,9.7977076,9.4146776,23.70
9,5.7447171,9.7961025,9.4089584,23.71
10,5.7441216,9.7981339,9.3967485,23.72
11,5.7447748,9.7959061,9.3827648,23.64
12,5.7451773,9.7945328,9.3723116,23.77
13,5.7444315,9.7970762,9.3592424,23.78
14,5.7437587,9.7993717,9.3474302,23.80
15,5.7444963,9.7968550,9.3398533,23.82
16,5.7447338,9.7960453,9.3370504,23.78
17,5.7443790,9.7972555,9.3209639,23.84
18,5.7447987,9.7958241,9.3087339,23.88
19,5.7449322,9.7953682,9.2989750,23.86
20,5.7442327,9.7977543,9.2867250,23.84
21,5.7437696,9.7993345,9.2753534,23.83
22,5.7443891,9.7972212,9.2657518,23.89
23,5.7444935,9.7968645,9.2636166,23.87
24,5.7444558,9.7969933,9.2436733,23.91
25,5.7449093,9.7954464,9.2329979,23.92
26,5.7449007,9.7954760,9.2225456,23.92
27,5.7441225,9.7981310,9.2113571,23.92
28,5.7441025,9.7981987,9.2011566,23.93
29,5.7445078,9.7968159,9.1928110,23.95
30,5.7443590,9.7973232,9.1906919,23.96
31,5.7444949,9.7968597,9.1733646,23.94
32,5.7450094,9.7951050,9.1637964,23.96
