Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443047,9.7975092,9.4683018,22.86
2,5.7442093,9.7978344,9.4589024,22.89
3,5.7443113,9.7974863,9.4532776,22.82
4,5.7444210,9.7971125,9.4402895,22.86
5,5.7445145,9.7967930,9.4290657,22.88
6,5.7445164,9.7967863,9.4189377,22.88
7,5.7439184,9.7988262,9.4075222,22.87
8,5.7443218,9.7974501,9.4003239,22.87
9,5.7442207,9.7977953,9.3902817,22.85
10,5.7442522,9.7976885,9.3828669,22.84
11,5.7443714,9.7972813,9.3714733,22.87
12,5.7446413,9.7963600,9.3598127,22.88
13,5.7444649,9.7969618,9.3493900,22.78
14,5.7439213,9.7988167,9.3381691,22.84
15,5.7443762,9.7972651,9.3330460,22.82
16,5.7443767,9.7972631,9.3222017,22.83
17,5.7442675,9.7976360,9.3135471,22.81
18,5.7442846,9.7975769,9.3031569,22.83
19,5.7447577,9.7959642,9.2912455,22.82
20,5.7442994,9.7975264,9.2805910,22.82
21,5.7440090,9.7985172,9.2697601,22.81
22,5.7443933,9.7972059,9.2640800,22.80
23,5.7443686,9.7972908,9.2545776,22.77
24,5.7443256,9.7974377,9.2438812,22.81
25,5.7443247,9.7974405,9.2339573,22.79
26,5.7447596,9.7959576,9.2224264,22.79
27,5.7441931,9.7978897,9.2117195,22.80
28,5.7441254,9.7981205,9.2015419,22.80
29,5.7442732,9.7976170,9.1937952,22.84
30,5.7443881,9.7972250,9.1869717,22.81
31,5.7443571,9.7973299,9.1743622,22.82
32,5.7442923,9.7975512,9.1636591,22.83
