Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441454,9.7980518,9.5360861,24.64
2,5.7489805,9.7815781,9.6161499,24.65
3,5.7424006,9.8040075,9.6116762,24.60
4,5.7407646,9.8095961,9.5272989,24.70
5,5.7487335,9.7824192,9.5176916,24.62
6,5.7446566,9.7963085,9.5052223,24.64
7,5.7408934,9.8091564,9.4856625,24.63
8,5.7461071,9.7913637,9.4798260,24.67
9,5.7485046,9.7831974,9.5561638,24.67
10,5.7404809,9.8105659,9.5388355,24.67
11,5.7427769,9.8027229,9.4512434,24.67
12,5.7482834,9.7839508,9.4475117,24.66
13,5.7444353,9.7970629,9.4373093,24.66
14,5.7403135,9.8111382,9.4128675,24.68
15,5.7481985,9.7842398,9.4309959,24.67
16,5.7467442,9.7891922,9.4929523,24.66
17,5.7400427,9.8120632,9.4614668,24.65
18,5.7447829,9.7958775,9.3763828,24.64
19,5.7474313,9.7868519,9.3814650,24.67
20,5.7439861,9.7985954,9.3702221,24.64
21,5.7406673,9.8099289,9.3399076,24.62
22,5.7492399,9.7806950,9.3830414,24.62
23,5.7453938,9.7937946,9.4287910,24.61
24,5.7397385,9.8131037,9.3760138,24.57
25,5.7468495,9.7888336,9.3122158,24.56
26,5.7462378,9.7909184,9.3145809,24.57
27,5.7433577,9.8007402,9.3040848,24.57
28,5.7412586,9.8079081,9.2731895,24.55
29,5.7497005,9.7791281,9.3394651,24.50
30,5.7443924,9.7972097,9.3611546,24.52
31,5.7393379,9.8144732,9.2989655,24.57
32,5.7484226,9.7834768,9.2512426,24.50
