Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438679,9.7989988,9.5082550,23.95
2,5.7445650,9.7966204,9.5003624,23.95
3,5.7445250,9.7967577,9.5043182,23.98
4,5.7444081,9.7971563,9.4793921,23.95
5,5.7450771,9.7948742,9.4686956,23.97
6,5.7448711,9.7955770,9.4560823,23.98
7,5.7443037,9.7975121,9.4451246,23.95
8,5.7439599,9.7986851,9.4368029,23.94
9,5.7447577,9.7959642,9.4321899,23.88
10,5.7442284,9.7977695,9.4327898,23.91
11,5.7444539,9.7969999,9.4092884,23.93
12,5.7451344,9.7946787,9.4008322,23.96
13,5.7447181,9.7960987,9.3871918,23.96
14,5.7439933,9.7985716,9.3784771,23.94
15,5.7440910,9.7982378,9.3693037,23.95
16,5.7450724,9.7948904,9.3659010,23.96
17,5.7437925,9.7992563,9.3594494,24.02
18,5.7444277,9.7970896,9.3394508,23.95
19,5.7451477,9.7946339,9.3290777,23.97
20,5.7442455,9.7977104,9.3149757,23.98
21,5.7433119,9.8008966,9.3041077,23.97
22,5.7439156,9.7988358,9.2931051,24.00
23,5.7451506,9.7946243,9.2912569,24.00
24,5.7438154,9.7991781,9.2795343,24.01
25,5.7447228,9.7960825,9.2598133,23.98
26,5.7452750,9.7941999,9.2498016,23.98
27,5.7443018,9.7975187,9.2343578,24.01
28,5.7434731,9.8003464,9.2224531,24.00
29,5.7443671,9.7972965,9.2130213,23.96
30,5.7449741,9.7952261,9.2156315,24.02
31,5.7439313,9.7987823,9.1984625,24.05
32,5.7450809,9.7948608,9.1827211,23.99
