Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449951,9.7951546,9.4860754,23.15
2,5.7446623,9.7962894,9.5090284,23.16
3,5.7432623,9.8010664,9.4940739,23.16
4,5.7439995,9.7985506,9.4521437,23.17
5,5.7458143,9.7923613,9.4401999,23.20
6,5.7436104,9.7998772,9.4348927,23.19
7,5.7428656,9.8024197,9.4142761,23.19
8,5.7453279,9.7940187,9.4143782,23.24
9,5.7445407,9.7967043,9.4307623,23.20
10,5.7429419,9.8021593,9.4105968,23.21
11,5.7448111,9.7957811,9.3744183,23.22
12,5.7458382,9.7922792,9.3664408,23.19
13,5.7431121,9.8015785,9.3544645,23.20
14,5.7433386,9.8008060,9.3370247,23.20
15,5.7452469,9.7942953,9.3489733,23.21
16,5.7443094,9.7974930,9.3552523,23.22
17,5.7428465,9.8024855,9.3272085,23.19
18,5.7452688,9.7942209,9.2992144,23.12
19,5.7456627,9.7928782,9.2923250,23.17
20,5.7427626,9.8027716,9.2756214,23.17
21,5.7433691,9.8007011,9.2635632,23.19
22,5.7456756,9.7928343,9.2788477,23.17
23,5.7439642,9.7986698,9.2791128,23.17
24,5.7430377,9.8018322,9.2424660,23.16
25,5.7452040,9.7944422,9.2225389,23.15
26,5.7452912,9.7941446,9.2171078,23.10
27,5.7425494,9.8034992,9.1958447,23.15
28,5.7438011,9.7992268,9.1874952,23.18
29,5.7454867,9.7934780,9.2036877,23.14
30,5.7439365,9.7987642,9.1990652,23.18
31,5.7430859,9.8016682,9.1586208,23.12
32,5.7456846,9.7928038,9.1450977,23.18
