Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449551,9.7952909,9.4994593,23.21
2,5.7453680,9.7938824,9.4899778,23.19
3,5.7433200,9.8008690,9.4775696,23.23
4,5.7437420,9.7994289,9.4647846,23.28
5,5.7453785,9.7938471,9.4783974,23.25
6,5.7442961,9.7975378,9.4807596,23.26
7,5.7434335,9.8004818,9.4489059,23.24
8,5.7450886,9.7948351,9.4281845,23.15
9,5.7451496,9.7946272,9.4213743,23.13
10,5.7432156,9.8012257,9.4045086,23.10
11,5.7440023,9.7985401,9.3980665,23.07
12,5.7456441,9.7929420,9.4117498,23.11
13,5.7443438,9.7973757,9.4092255,23.11
14,5.7433910,9.8006268,9.3731785,23.12
15,5.7455196,9.7933655,9.3590269,23.11
16,5.7447557,9.7959709,9.3527937,23.08
17,5.7431617,9.8014088,9.3347921,23.11
18,5.7444458,9.7970276,9.3308554,23.13
19,5.7452703,9.7942162,9.3470078,23.14
20,5.7437687,9.7993374,9.3385382,23.16
21,5.7437248,9.7994871,9.3025436,23.17
22,5.7456460,9.7929354,9.2899714,23.22
23,5.7443042,9.7975101,9.2844076,23.24
24,5.7431631,9.8014040,9.2671108,23.21
25,5.7451272,9.7947035,9.2635269,23.23
26,5.7447195,9.7960939,9.2811327,23.19
27,5.7432623,9.8010664,9.2677412,23.17
28,5.7444086,9.7971544,9.2330790,23.21
29,5.7455215,9.7933588,9.2219343,23.16
30,5.7438126,9.7991877,9.2142677,23.20
31,5.7432823,9.8009968,9.2002192,23.25
32,5.7453642,9.7938957,9.2008209,23.21
