Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439198,9.7988214,9.4930029,19.94
2,5.7453566,9.7939215,9.5112066,19.95
3,5.7437849,9.7992821,9.5042276,19.93
4,5.7430530,9.8017797,9.4615297,19.95
5,5.7457056,9.7927322,9.4485140,19.98
6,5.7442570,9.7976713,9.4451189,19.93
7,5.7424803,9.8037348,9.4232607,19.94
8,5.7450056,9.7951183,9.4153872,19.92
9,5.7444401,9.7970467,9.4386330,19.91
10,5.7430959,9.8016338,9.4231663,19.90
11,5.7440448,9.7983952,9.3826971,19.90
12,5.7456799,9.7928200,9.3708344,19.88
13,5.7435050,9.8002377,9.3647261,19.85
14,5.7429104,9.8022671,9.3461056,19.86
15,5.7451267,9.7947054,9.3447380,19.86
16,5.7444935,9.7968645,9.3616552,19.86
17,5.7427855,9.8026934,9.3426723,19.91
18,5.7448335,9.7957058,9.3062754,19.88
19,5.7454948,9.7934504,9.2979231,19.85
20,5.7428989,9.8023062,9.2850733,19.87
21,5.7431965,9.8012905,9.2682781,19.85
22,5.7450910,9.7948275,9.2799788,19.89
23,5.7441678,9.7979755,9.2851353,19.84
24,5.7427168,9.8029280,9.2576342,19.89
25,5.7452621,9.7942438,9.2296228,19.91
26,5.7454977,9.7934399,9.2211313,19.93
27,5.7426977,9.8029928,9.2034397,19.91
28,5.7430315,9.8018541,9.1920700,19.88
29,5.7455778,9.7931681,9.2067680,19.88
30,5.7437644,9.7993526,9.2059193,19.87
31,5.7430935,9.8016415,9.1688652,19.89
32,5.7451496,9.7946272,9.1509724,19.86
