Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436609,9.7997046,9.5249538,14.60
2,5.7459407,9.7919302,9.5683393,14.70
3,5.7417221,9.8063250,9.5532866,14.60
4,5.7425976,9.8033352,9.4952879,14.60
5,5.7465544,9.7898388,9.4908400,14.62
6,5.7435803,9.7999802,9.4796143,14.60
7,5.7407355,9.8096952,9.4534397,14.58
8,5.7447615,9.7959509,9.4543753,14.57
9,5.7455006,9.7934303,9.4918032,14.59
10,5.7413750,9.8075104,9.4674845,14.61
11,5.7436266,9.7998228,9.4114447,14.55
12,5.7463741,9.7904539,9.4117403,14.55
13,5.7430253,9.8018751,9.3968306,14.56
14,5.7408733,9.8092241,9.3738089,14.54
15,5.7453423,9.7939711,9.3881950,14.50
16,5.7447157,9.7961063,9.4154358,14.55
17,5.7410712,9.8085480,9.3793249,14.52
18,5.7443638,9.7973070,9.3348179,14.53
19,5.7464228,9.7902880,9.3314590,14.51
20,5.7418327,9.8059464,9.3145103,14.56
21,5.7414045,9.8074093,9.2932081,14.51
22,5.7462282,9.7909508,9.3178015,14.48
23,5.7437057,9.7995520,9.3347569,14.48
24,5.7411156,9.8083963,9.2934637,14.50
25,5.7460217,9.7916546,9.2558212,14.53
26,5.7453752,9.7938585,9.2527447,14.56
27,5.7408218,9.8094006,9.2354221,14.57
28,5.7429085,9.8022738,9.2180185,14.56
29,5.7462444,9.7908955,9.2478266,14.58
30,5.7424645,9.8037891,9.2527561,14.58
31,5.7419863,9.8054228,9.2020569,14.57
32,5.7465591,9.7898235,9.1756735,14.59
