Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436099,9.7998800,9.4772816,15.74
2,5.7436476,9.7997513,9.4636793,15.77
3,5.7437840,9.7992849,9.4527998,15.74
4,5.7437048,9.7995558,9.4442711,15.71
5,5.7440109,9.7985106,9.4309912,15.75
6,5.7436457,9.7997580,9.4178820,15.72
7,5.7433920,9.8006229,9.4062824,15.75
8,5.7435732,9.8000050,9.3969526,15.77
9,5.7436113,9.7998743,9.3840399,15.79
10,5.7437134,9.7995262,9.3721781,15.76
11,5.7436228,9.7998352,9.3625526,15.72
12,5.7439442,9.7987385,9.3497963,15.72
13,5.7434988,9.8002586,9.3364925,15.71
14,5.7435279,9.8001595,9.3259048,15.70
15,5.7433462,9.8007793,9.3156786,15.72
16,5.7436485,9.7997475,9.3046293,15.72
17,5.7437744,9.7993183,9.2929525,15.69
18,5.7437162,9.7995167,9.2824059,15.81
19,5.7439423,9.7987452,9.2708855,15.73
20,5.7435412,9.8001137,9.2589960,15.71
21,5.7436681,9.7996807,9.2496471,15.71
22,5.7434006,9.8005934,9.2382298,15.74
23,5.7436285,9.7998161,9.2280169,15.72
24,5.7438450,9.7990770,9.2172251,15.70
25,5.7436743,9.7996597,9.2048988,15.69
26,5.7438364,9.7991066,9.1927910,15.74
27,5.7434168,9.8005390,9.1815395,15.74
28,5.7436714,9.7996702,9.1727781,15.74
29,5.7434745,9.8003416,9.1599092,15.75
30,5.7436914,9.7996006,9.1498594,15.74
31,5.7438564,9.7990379,9.1403046,15.73
32,5.7438450,9.7990770,9.1279697,15.70
