Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440033,9.7985373,9.5168829,27.49
2,5.7456665,9.7928648,9.5258617,27.52
3,5.7441025,9.7981987,9.5241222,27.46
4,5.7439685,9.7986555,9.4905405,27.43
5,5.7456808,9.7928162,9.4781961,27.42
6,5.7450190,9.7950735,9.4701920,27.39
7,5.7438307,9.7991257,9.4539604,27.41
8,5.7441311,9.7981014,9.4495192,27.42
9,5.7455735,9.7931824,9.4606743,27.43
10,5.7437725,9.7993250,9.4532919,27.41
11,5.7443075,9.7974997,9.4195375,27.44
12,5.7455683,9.7931995,9.4085407,27.42
13,5.7445869,9.7965460,9.4001951,27.38
14,5.7435274,9.8001604,9.3837156,27.48
15,5.7445393,9.7967081,9.3790627,27.46
16,5.7454100,9.7937403,9.3920355,27.42
17,5.7435007,9.8002520,9.3776731,27.38
18,5.7448626,9.7956057,9.3486767,27.42
19,5.7457361,9.7926273,9.3374481,27.43
20,5.7443347,9.7974062,9.3306017,27.44
21,5.7434788,9.8003263,9.3160686,27.44
22,5.7450657,9.7949133,9.3095407,27.44
23,5.7450671,9.7949085,9.3245869,27.43
24,5.7434072,9.8005705,9.3049908,27.44
25,5.7451658,9.7945728,9.2799225,27.44
26,5.7456465,9.7929335,9.2690163,27.43
27,5.7440934,9.7982302,9.2597599,27.43
28,5.7437906,9.7992620,9.2469492,27.42
29,5.7453957,9.7937880,9.2443199,27.42
30,5.7446327,9.7963896,9.2558393,27.46
31,5.7435522,9.8000765,9.2287397,27.43
32,5.7450604,9.7949314,9.2110949,27.44
