Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7451367,9.7946711,9.4819155,26.03
2,5.7452035,9.7944441,9.4962196,26.04
3,5.7437987,9.7992344,9.4835844,26.05
4,5.7445822,9.7965622,9.4511204,26.04
5,5.7457614,9.7925415,9.4409370,26.03
6,5.7442198,9.7977982,9.4332094,26.03
7,5.7435865,9.7999592,9.4182835,26.00
8,5.7454095,9.7937412,9.4158010,25.99
9,5.7449617,9.7952681,9.4294233,26.01
10,5.7436228,9.7998352,9.4112406,26.00
11,5.7448301,9.7957163,9.3822107,25.97
12,5.7458143,9.7923613,9.3748808,25.99
13,5.7437744,9.7993183,9.3660631,26.03
14,5.7441168,9.7981501,9.3522339,26.07
15,5.7454104,9.7937374,9.3574924,26.05
16,5.7446208,9.7964306,9.3656034,26.03
17,5.7437315,9.7994642,9.3421068,26.03
18,5.7448969,9.7954893,9.3182468,25.99
19,5.7457094,9.7927189,9.3107624,25.99
20,5.7435341,9.8001375,9.2982855,26.08
21,5.7442842,9.7975788,9.2859745,26.04
22,5.7455158,9.7933788,9.2989693,26.06
23,5.7446079,9.7964745,9.2989912,26.07
24,5.7437868,9.7992754,9.2707081,26.03
25,5.7453413,9.7939739,9.2509289,26.10
26,5.7453947,9.7937918,9.2452955,26.06
27,5.7434616,9.8003855,9.2286472,26.08
28,5.7444410,9.7970438,9.2230377,26.08
29,5.7456598,9.7928877,9.2350750,26.10
30,5.7443161,9.7974701,9.2308102,26.08
31,5.7438235,9.7991505,9.2000856,26.09
32,5.7457771,9.7924881,9.1865387,26.09
