Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440300,9.7984457,9.5077381,17.38
2,5.7469554,9.7884731,9.5078773,17.38
3,5.7438064,9.7992086,9.4942350,17.39
4,5.7403393,9.8110504,9.4701967,17.39
5,5.7478466,9.7854385,9.4994621,17.37
6,5.7449641,9.7952595,9.5407801,17.34
7,5.7399545,9.8123655,9.4854679,17.34
8,5.7461853,9.7910967,9.4343929,17.32
9,5.7454548,9.7935867,9.4318476,17.30
10,5.7429042,9.8022881,9.4186640,17.30
11,5.7411509,9.8082762,9.3907595,17.29
12,5.7484102,9.7835188,9.4412327,17.26
13,5.7436008,9.7999105,9.4623041,17.27
14,5.7398267,9.8128023,9.3988047,17.24
15,5.7476506,9.7861052,9.3570356,17.27
16,5.7447662,9.7959347,9.3547277,17.17
17,5.7416253,9.8066559,9.3407698,17.28
18,5.7433863,9.8006430,9.3187227,17.23
19,5.7480431,9.7847691,9.3764830,17.24
20,5.7421675,9.8048038,9.3821583,17.29
21,5.7408123,9.8094330,9.3086672,17.26
22,5.7480235,9.7848358,9.2920322,17.26
23,5.7442455,9.7977104,9.2780581,17.29
24,5.7408442,9.8093243,9.2607155,17.35
25,5.7446432,9.7963543,9.2496157,17.30
26,5.7477231,9.7858582,9.3155270,17.28
27,5.7406988,9.8098211,9.3004742,17.24
28,5.7428374,9.8025160,9.2218580,17.28
29,5.7473478,9.7871361,9.2184219,17.29
30,5.7439752,9.7986326,9.2018728,17.29
31,5.7403469,9.8110237,9.1771688,17.33
32,5.7463274,9.7906132,9.1894951,17.28
