Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7437305,9.7994680,9.4751863,19.56
2,5.7443485,9.7973595,9.4681997,19.55
3,5.7441940,9.7978859,9.4708853,19.50
4,5.7440381,9.7984190,9.4469576,19.51
5,5.7447042,9.7961464,9.4357271,19.51
6,5.7445116,9.7968025,9.4250154,19.54
7,5.7437124,9.7995291,9.4133921,19.54
8,5.7438970,9.7988997,9.4050121,19.59
9,5.7447839,9.7958746,9.4007816,19.56
10,5.7438650,9.7990084,9.3983612,19.57
11,5.7440624,9.7983351,9.3735600,19.49
12,5.7447338,9.7960453,9.3633242,19.50
13,5.7443910,9.7972145,9.3509321,19.51
14,5.7435541,9.8000698,9.3403654,19.51
15,5.7440696,9.7983112,9.3338022,19.50
16,5.7448926,9.7955036,9.3318195,19.41
17,5.7436328,9.7998018,9.3237410,19.50
18,5.7441573,9.7980118,9.3028088,19.43
19,5.7449493,9.7953100,9.2924910,19.44
20,5.7442188,9.7978020,9.2804241,19.44
21,5.7433925,9.8006210,9.2685299,19.47
22,5.7441440,9.7980576,9.2608871,19.47
23,5.7447858,9.7958679,9.2638845,19.49
24,5.7434702,9.8003559,9.2498913,19.48
25,5.7442808,9.7975903,9.2318745,19.49
26,5.7448788,9.7955513,9.2213812,19.53
27,5.7440548,9.7983618,9.2091579,19.50
28,5.7435684,9.8000212,9.1968889,19.56
29,5.7442913,9.7975540,9.1884594,19.56
30,5.7445931,9.7965250,9.1939783,19.59
31,5.7437005,9.7995701,9.1745567,19.55
32,5.7444520,9.7970066,9.1585598,19.55
