Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443390,9.7973919,9.4774666,20.18
2,5.7444963,9.7968550,9.4707413,20.18
3,5.7442675,9.7976360,9.4607401,20.14
4,5.7442875,9.7975674,9.4509754,20.17
5,5.7441778,9.7979422,9.4417830,20.14
6,5.7442989,9.7975292,9.4296837,20.20
7,5.7442446,9.7977142,9.4192867,20.19
8,5.7443175,9.7974653,9.4092093,20.12
9,5.7445145,9.7967930,9.4026594,20.13
10,5.7442827,9.7975836,9.3919773,20.16
11,5.7444525,9.7970047,9.3828983,20.14
12,5.7441969,9.7978764,9.3731642,20.14
13,5.7443390,9.7973919,9.3606453,20.13
14,5.7443304,9.7974215,9.3512068,20.20
15,5.7444310,9.7970781,9.3423176,20.18
16,5.7445354,9.7967215,9.3356104,20.15
17,5.7441840,9.7979202,9.3247213,20.19
18,5.7443466,9.7973661,9.3155155,20.20
19,5.7441010,9.7982035,9.3035488,20.21
20,5.7443657,9.7973003,9.2929430,20.20
21,5.7441444,9.7980556,9.2826309,20.24
22,5.7443442,9.7973738,9.2739716,20.18
23,5.7443948,9.7972021,9.2667751,20.18
24,5.7444077,9.7971573,9.2560139,20.17
25,5.7443628,9.7973108,9.2479029,20.16
26,5.7442818,9.7975874,9.2357130,20.16
27,5.7443781,9.7972584,9.2258625,20.23
28,5.7444181,9.7971220,9.2162447,20.19
29,5.7444415,9.7970419,9.2082853,20.21
30,5.7443295,9.7974243,9.1992960,20.23
31,5.7443724,9.7972784,9.1885080,20.25
32,5.7443056,9.7975063,9.1796741,20.24
