Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439613,9.7986803,9.5184469,26.21
2,5.7456188,9.7930279,9.5322742,26.22
3,5.7444658,9.7969589,9.5305777,26.18
4,5.7436018,9.7999067,9.4975548,26.22
5,5.7456770,9.7928295,9.4840555,26.21
6,5.7452707,9.7942142,9.4800577,26.18
7,5.7432785,9.8010101,9.4621124,26.16
8,5.7442617,9.7976551,9.4569511,26.16
9,5.7456493,9.7929239,9.4709291,26.15
10,5.7441969,9.7978764,9.4650908,26.12
11,5.7439947,9.7985659,9.4308662,26.10
12,5.7459555,9.7918797,9.4198866,26.10
13,5.7448187,9.7957554,9.4169846,26.09
14,5.7433228,9.8008595,9.3975201,26.11
15,5.7446766,9.7962408,9.3943281,26.05
16,5.7453389,9.7939816,9.4097872,26.06
17,5.7437067,9.7995491,9.4000597,26.07
18,5.7445860,9.7965488,9.3667803,26.09
19,5.7459021,9.7920618,9.3561382,26.14
20,5.7442560,9.7976751,9.3518362,26.08
21,5.7432027,9.8012695,9.3334684,26.08
22,5.7452545,9.7942696,9.3304310,26.10
23,5.7449107,9.7954426,9.3471165,26.11
24,5.7434387,9.8004637,9.3315926,26.10
25,5.7449112,9.7954397,9.3027058,26.14
26,5.7458353,9.7922897,9.2937870,26.15
27,5.7438040,9.7992172,9.2859344,26.15
28,5.7435284,9.8001575,9.2706804,26.15
29,5.7455482,9.7932682,9.2714176,26.19
30,5.7445879,9.7965431,9.2836924,26.15
31,5.7435374,9.8001270,9.2612715,26.18
32,5.7452059,9.7944355,9.2387486,26.19
