Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446442,9.7963505,9.4827299,25.02
2,5.7456951,9.7927675,9.4732065,25.01
3,5.7438211,9.7991590,9.4645309,24.95
4,5.7435322,9.8001442,9.4497995,25.00
5,5.7453279,9.7940187,9.4526587,25.01
6,5.7445240,9.7967615,9.4616842,24.94
7,5.7434616,9.8003855,9.4381647,25.06
8,5.7447209,9.7960892,9.4114180,25.10
9,5.7453527,9.7939348,9.4031239,25.08
10,5.7434044,9.8005810,9.3897715,25.18
11,5.7441092,9.7981758,9.3772440,25.14
12,5.7452254,9.7943687,9.3872423,25.14
13,5.7445626,9.7966290,9.3890543,25.08
14,5.7435775,9.7999897,9.3607216,25.09
15,5.7449369,9.7953520,9.3399105,25.03
16,5.7454019,9.7937679,9.3328257,25.11
17,5.7432880,9.8009777,9.3174696,25.03
18,5.7440434,9.7983999,9.3089495,25.00
19,5.7454805,9.7934990,9.3207350,25.04
20,5.7443533,9.7973433,9.3142910,25.05
21,5.7432137,9.8012323,9.2762356,24.99
22,5.7454443,9.7936230,9.2603893,24.97
23,5.7450552,9.7949495,9.2519627,24.94
24,5.7435551,9.8000660,9.2333822,24.90
25,5.7445421,9.7966986,9.2300348,24.97
26,5.7454629,9.7935591,9.2413073,24.93
27,5.7439528,9.7987099,9.2318668,24.89
28,5.7434888,9.8002930,9.1930294,24.89
29,5.7455931,9.7931156,9.1782799,24.89
30,5.7444038,9.7971706,9.1670637,24.85
31,5.7436895,9.7996073,9.1499043,24.81
32,5.7450523,9.7949591,9.1442137,24.77
