Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7438564,9.7990379,9.5812216,26.93
2,5.7535448,9.7660646,9.7068644,26.85
3,5.7395377,9.8137903,9.7038097,26.87
4,5.7374191,9.8210392,9.5916452,26.84
5,5.7503662,9.7768641,9.5571527,26.84
6,5.7453074,9.7940893,9.5523224,26.82
7,5.7393389,9.8144703,9.5312910,26.83
8,5.7476606,9.7860718,9.5278320,26.85
9,5.7519474,9.7714901,9.6490564,26.92
10,5.7376165,9.8203630,9.6182423,26.97
11,5.7407284,9.8097200,9.4950943,26.99
12,5.7501726,9.7775230,9.4936295,27.03
13,5.7438097,9.7991972,9.4812078,27.02
14,5.7385511,9.8171654,9.4559689,27.03
15,5.7511125,9.7743273,9.4879236,27.04
16,5.7498531,9.7786093,9.5841160,27.05
17,5.7359438,9.8260918,9.5270166,27.01
18,5.7442393,9.7977324,9.4095707,27.01
19,5.7482061,9.7842131,9.4252424,26.99
20,5.7430758,9.8017025,9.4076481,27.04
21,5.7387757,9.8163967,9.3720522,27.01
22,5.7532063,9.7672148,9.4455910,26.99
23,5.7473435,9.7871504,9.5118637,26.93
24,5.7343850,9.8314342,9.4424343,26.98
25,5.7471600,9.7877760,9.3455744,26.97
26,5.7474756,9.7867012,9.3585329,27.01
27,5.7422237,9.8046112,9.3335724,27.00
28,5.7404108,9.8108053,9.2993383,27.00
29,5.7543926,9.7631874,9.4048109,26.96
30,5.7444248,9.7970991,9.4418249,26.96
31,5.7348709,9.8297691,9.3562145,26.97
32,5.7489929,9.7815361,9.2914934,26.97
