Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449017,9.7954731,9.4862099,18.98
2,5.7444468,9.7970247,9.4726038,18.96
3,5.7437220,9.7994976,9.4609051,19.01
4,5.7432938,9.8009586,9.4523563,18.98
5,5.7452135,9.7944098,9.4588442,18.96
6,5.7440538,9.7983646,9.4582930,18.98
7,5.7432585,9.8010788,9.4258785,18.98
8,5.7447958,9.7958336,9.4119663,18.99
9,5.7442780,9.7976007,9.3988552,18.97
10,5.7434316,9.8004885,9.3864336,18.97
11,5.7435703,9.8000145,9.3794346,18.98
12,5.7451248,9.7947121,9.3907747,19.01
13,5.7436633,9.7996969,9.3833237,18.97
14,5.7434592,9.8003941,9.3471928,18.94
15,5.7450562,9.7949457,9.3373861,18.99
16,5.7442122,9.7978249,9.3243818,18.99
17,5.7432346,9.8011599,9.3120184,19.00
18,5.7441587,9.7980070,9.3037510,18.96
19,5.7449112,9.7954397,9.3184052,18.97
20,5.7432628,9.8010635,9.3075113,18.96
21,5.7439537,9.7987061,9.2735825,18.97
22,5.7449350,9.7953587,9.2628613,18.96
23,5.7440200,9.7984800,9.2499313,18.95
24,5.7431192,9.8015537,9.2378826,18.92
25,5.7447071,9.7961359,9.2300348,18.97
26,5.7444696,9.7969465,9.2450409,18.94
27,5.7429514,9.8021269,9.2281303,18.96
28,5.7444859,9.7968912,9.1995697,18.97
29,5.7446985,9.7961655,9.1868410,18.95
30,5.7438726,9.7989836,9.1755915,18.97
31,5.7432995,9.8009386,9.1629648,18.99
32,5.7448826,9.7955379,9.1618557,18.97
